,X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
26,D,2021-01-04 13:09:38,2020-12-31, AIRT,Air T Inc,Swenson Nicholas John,"CEO, 10%",P - Purchase,$20.11,"+18,617","1,315,590",+1%,"+$374,421",,,,
27,,2021-01-04 13:08:52,2020-12-30, FRAF,Franklin Financial Services Corp /pa/,Cekovich Ronald L,SVP,P - Purchase,$29.84,+3,"7,737",0%,+$90,,,,
28,,2021-01-04 13:07:06,2020-12-31, AIRT,Air T Inc,Cabillot Raymond E,Dir,P - Purchase,$20.11,"+18,620","453,545",+4%,"+$374,481",,,,
29,,2021-01-04 12:33:54,2020-12-30, GWRS,"Global Water Resources, Inc.",Krygier Christopher D,Chief Strategy Officer,P - Purchase,$15.14,+4,"2,547",0%,+$62,,,,
30,D,2021-01-04 12:19:09,2020-12-30, GWRS,"Global Water Resources, Inc.",Coy Debra,Dir,P - Purchase,$15.04,+27,"16,593",0%,+$403,,,,
31,,2021-01-04 11:44:06,2020-12-31, OFC,Corporate Office Properties Trust,Budorick Stephen E,"Pres, CEO",P - Purchase,$25.74,+583,"151,772",0%,"+$15,006",,,,
32,,2021-01-04 11:37:50,2020-12-31, TPL,Texas Pacific Land Trust,Horizon Kinetics Asset Management LLC,10%,P - Purchase,$727.00,+20,"277,888",0%,"+$14,540",,,,
33,M,2021-01-04 11:13:28,2020-12-30, KFS,Kingsway Financial Services Inc,Stilwell Joseph,"Dir, 10%",P - Purchase,$4.72,"+25,000","2,302,262",+1%,"+$118,096",,,,
34,,2021-01-04 10:24:38,2021-01-04, OHI,Omega Healthcare Investors Inc,Whitman Burke W,Dir,P - Purchase,$36.63,+500,"17,085",+3%,"+$18,315",,,,
35,,2021-01-04 10:15:36,2020-12-30, UTL,Unitil Corp,Hevert Robert B,"SVP, CFO, Treasurer",P - Purchase,$43.26,+200,"3,350",+6%,"+$8,651",,,,
36,,2021-01-04 09:53:09,2020-12-30, IWSH,"Wright Investors Service Holdings, Inc.",Miller William H III,10%,P - Purchase,$0.20,"+582,938","3,453,338",+20%,"+$116,588",,,,
37,,2021-01-04 09:35:04,2021-01-01, NA,Cardinal Ethanol LLC,Baker Robert Nathan,"Dir, 10%",P - Purchase,"$5,000.00",+24,"1,790",+1%,"+$120,000",,,,
38,,2021-01-04 09:07:36,2021-01-01, NA,Highwater Ethanol LLC,Kletscher Brian D,CEO,P - Purchase,"$5,800.00",+2,18,+13%,"+$11,600",,,,
39,A,2021-01-04 08:53:40,2020-12-29, AIRT,Air T Inc,Kohler Gary S,Dir,P - Purchase,$19.06,"+2,000","14,069",+17%,"+$38,120",,,,
40,M,2021-01-14 20:53:08,2021-01-11, TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,$875.20,+122,"381,538",0%,"+$106,774",,,,
41,M,2021-01-14 18:59:49,2021-01-12, SPLP,Steel Partners Holdings L.P.,Walker Gordon A.,SVP,P - Purchase,$11.93,"+77,268","147,268",+110%,"+$921,889",,,,
42,D,2021-01-14 17:54:00,2021-01-12, CGEM,"Cullinan Management, Inc.",Ubs Oncology Impact Fund L.P.,10%,P - Purchase,$21.00,"+300,000","7,913,887",+4%,"+$6,300,000",,,,
43,D,2021-01-14 17:51:02,2021-01-12, CGEM,"Cullinan Management, Inc.",Gadicke Ansbert,"Dir, 10%",P - Purchase,$21.00,"+300,000","8,195,155",+4%,"+$6,300,000",,,,
44,D,2021-01-14 17:30:41,2021-01-12, CGEM,"Cullinan Management, Inc.",Jovan-Embiricos Morana,"Dir, 10%",P - Purchase,$21.00,"+200,000","217,269",>999%,"+$4,200,000",,,,
45,,2021-01-14 17:30:09,2021-01-12, CGEM,"Cullinan Management, Inc.",Hughes Owen,"Pres, CEO",P - Purchase,$21.00,"+2,500","506,226",0%,"+$52,500",,,,
