,X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
1045,,2021-05-03 16:49:16,2021-05-03, TZOO,Travelzoo,Azzurro Capital Inc,10%,P - Purchase,$16.54,"+50,000","4,568,125",+1%,"+$827,000",,,,
1046,,2021-05-03 16:46:12,2021-04-29, WHG,Westwood Holdings Group Inc,"Jcp Investment Management, LLC",10%,P - Purchase,$17.89,"+25,000","860,416",+3%,"+$447,318",,,,
1047,,2021-05-03 16:24:11,2021-04-30, APAM,Artisan Partners Asset Management Inc.,Coxe Tench,Dir,P - Purchase,$51.06,"+98,000","306,559",+47%,"+$5,004,301",,,,
1048,,2021-05-03 16:17:16,2021-04-30, MPB,Mid Penn Bancorp Inc,Peduzzi Michael D,"SEVP, CFO",P - Purchase,$25.00,+750,"11,450",+7%,"+$18,750",,,,
1049,,2021-05-03 16:15:41,2021-04-30, MPB,Mid Penn Bancorp Inc,Novak Alan P.,Dir,P - Purchase,$25.00,+400,"10,418",+4%,"+$10,000",,,,
1050,M,2021-05-03 16:15:08,2021-04-29, PTIX,"Protagenic Therapeutics, Inc.new",Arrow Alexander K.,CFO,P - Purchase,$2.29,"+2,000","120,260",+2%,"+$4,580",,,,
1051,,2021-05-03 16:12:15,2021-04-30, MPB,Mid Penn Bancorp Inc,Mowery Theodore W,Dir,P - Purchase,$25.00,"+4,000","25,523",+19%,"+$100,000",,,,
1052,,2021-05-03 16:10:49,2021-04-30, MPB,Mid Penn Bancorp Inc,Dickinson Joan E,"EVP, Chief of Staff",P - Purchase,$25.00,+800,"2,071",+63%,"+$20,000",,,,
1053,,2021-05-03 16:08:12,2021-04-30, MPB,Mid Penn Bancorp Inc,Noone John E,Dir,P - Purchase,$25.00,"+10,000","42,574",+31%,"+$250,000",,,,
1054,,2021-05-03 16:02:16,2021-04-30, MPB,Mid Penn Bancorp Inc,Micklewright Scott W,"SEVP, Chief Revenue Officer",P - Purchase,$25.00,+400,"11,383",+4%,"+$10,000",,,,
1055,,2021-05-03 16:00:23,2021-04-30, MPB,Mid Penn Bancorp Inc,Klinger Robert E,Dir,P - Purchase,$25.00,"+2,000","12,251",+20%,"+$50,000",,,,
1056,,2021-05-03 15:59:01,2021-04-30, MPB,Mid Penn Bancorp Inc,Smith Patrick M.,Dir,P - Purchase,$25.00,"+1,007","8,250",+14%,"+$25,175",,,,
1057,,2021-05-03 15:58:10,2021-04-30, MPB,Mid Penn Bancorp Inc,Kerwin Gregory M,Dir,P - Purchase,$25.00,+400,"35,366",+1%,"+$10,000",,,,
1058,,2021-05-03 15:57:15,2021-04-30, MPB,Mid Penn Bancorp Inc,Webb Justin T.,"SEVP, COO",P - Purchase,$25.00,"+1,000","11,667",+9%,"+$25,000",,,,
1059,,2021-05-03 15:47:54,2021-04-30, MPB,Mid Penn Bancorp Inc,Moisey Robert J,Dir,P - Purchase,$25.00,"+3,000","34,779",+9%,"+$75,000",,,,
1060,,2021-05-03 15:42:06,2021-04-30, MPB,Mid Penn Bancorp Inc,Sparks David E,Dir,P - Purchase,$25.00,"+1,000","111,877",+1%,"+$25,000",,,,
1061,,2021-05-03 15:40:31,2021-04-30, MPB,Mid Penn Bancorp Inc,De Soto Matthew G,Dir,P - Purchase,$25.00,"+4,000","41,954",+11%,"+$100,000",,,,
1062,,2021-05-03 15:20:52,2021-04-30, VACC,Vaccitech Plc,M&g Investment Management Ltd,10%,P - Purchase,$14.40,"+125,000","1,088,597",+13%,"+$1,800,000",,,,
1063,,2021-05-03 14:03:18,2021-05-03, BHLB,Berkshire Hills Bancorp Inc,Prescott Wm Gordon,"EVP, GC",P - Purchase,$22.50,+16,"15,538",0%,+$360,,,,
1064,,2021-05-03 13:05:38,2021-05-03, UVSP,Univest Financial Corp,Paquin Natalye,Dir,P - Purchase,$28.36,+515,"9,819",+6%,"+$14,605",,,,
1065,,2021-05-03 11:55:50,2021-04-30, TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,540.15",+29,"375,782",0%,"+$44,664",,,,
1066,,2021-05-03 11:14:34,2021-05-03, CTG,Computer Task Group Inc,Rajgopal Raj,Dir,P - Purchase,$9.99,"+5,000","7,453",+204%,"+$49,950",,,,
1067,,2021-05-03 10:08:28,2021-04-30, ATLO,Ames National Corp,Benson David W.,Dir,P - Purchase,$25.33,+57,"4,692",+1%,"+$1,444",,,,
1068,,2021-05-03 09:39:05,2021-04-30, ATLO,Ames National Corp,Cassabaum Michelle R,Dir,P - Purchase,$25.33,+46,"1,445",+3%,"+$1,165",,,,
1069,,2021-05-03 09:29:54,2021-04-29, ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$25.20,+200,"6,700",+3%,"+$5,040",,,,
1070,,2021-05-03 06:30:58,2021-04-29, PQG,Pq Group Holdings Inc.,Vann Kyle D,Dir,P - Purchase,$14.01,"+10,000","121,543",+9%,"+$140,050",,,,
1071,,2021-05-03 06:30:11,2021-04-29, PQG,Pq Group Holdings Inc.,Ginns Jonny,Dir,P - Purchase,$14.04,"+35,460","59,271",+149%,"+$497,979",,,,
1072,,2021-05-03 06:15:08,2021-04-30, PSTV,"Plus Therapeutics, Inc.",Hedrick Marc H,CEO,P - Purchase,$2.28,"+2,183","18,580",+13%,"+$4,970",,,,
1073,ADM,2021-05-14 21:50:55,2021-04-09, ADF,Aldel Financial Inc.,Kauffman Robert I,"CEO, 10%",P - Purchase,$0.00,"+2,015,000","2,015,000",New,+$0,,,,
1074,,2021-05-14 21:19:41,2021-04-15, BAMM,Body & Mind Inc.,Hoffman Stephen August,COO,P - Purchase,$0.44,"+5,000","5,000",New,"+$2,200",,,,
1075,D,2021-05-14 21:05:57,2021-05-12, TUGC,Tradeup Global Corp,Li Jianwei,"CFO, 10%",P - Purchase,$10.00,"+9,780","1,074,780",+1%,"+$97,800",,,,
1076,,2021-05-14 20:31:29,2021-05-13, EXTN,Exterran Corp,Way Andrew James,"Pres, CEO",P - Purchase,$4.70,"+20,000","460,526",+5%,"+$94,000",,,,
1077,,2021-05-14 19:30:52,2021-05-13, RC,Ready Capital Corp,Petro Andrea,Dir,P - Purchase,$14.18,"+4,750","4,750",New,"+$67,355",,,,
1078,M,2021-05-14 19:23:18,2021-05-12, LC,Lendingclub Corp,Landon Allan R,Dir,P - Purchase,$12.13,"+1,500","30,114",+5%,"+$18,188",,,,
1079,,2021-05-14 19:02:04,2021-05-12, ATVI,"Activision Blizzard, Inc.",Nolan Peter J,Dir,P - Purchase,$93.86,"+2,000","194,721",+1%,"+$187,715",,,,
1080,D,2021-05-14 18:49:17,2021-04-29, GSBC,"Great Southern Bancorp, Inc.",Carlson Thomas J,Dir,P - Purchase,$55.84,+26,"15,779",0%,"+$1,452",,,,
1081,M,2021-05-14 18:43:08,2021-05-12, SLNG,"Stabilis Solutions, Inc.","Jch Crenshaw Holdings, LLC","Dir, 10%",P - Purchase,$7.92,"+3,256","13,022,446",0%,"+$25,790",,,,
1082,M,2021-05-14 18:23:15,2021-05-12, JMP,Jmp Group LLC,Wedbush Securities Inc,"Possible Member of 10% Group, 10%",P - Purchase,$5.38,"+30,616","4,318,616",+1%,"+$164,672",,,,
1083,,2021-05-14 18:14:35,2021-05-12, ASX,Coronado Global Resources Inc.,Coronado Group LLC,10%,P - Purchase,$3.47,"+7,198,036","84,506,140",+9%,"+$24,977,186",,,,
1084,M,2021-05-14 18:04:40,2021-05-12, EMMA,"Emmaus Life Sciences, Inc.",Niihara Yutaka,"COB, CEO, 10%",P - Purchase,$1.22,"+12,800","10,883,340",0%,"+$15,659",,,,
1085,A,2021-05-14 17:56:58,2020-05-12, HBCP,"Home Bancorp, Inc.",Rader Chris P,Dir,P - Purchase,$21.25,"+1,000","17,002",+6%,"+$21,248",,,,
1086,DM,2021-05-14 17:22:41,2019-09-25, JNPR,Juniper Networks Inc,Delsanto Anne,Dir,P - Purchase,$22.50,+97,"18,575",+1%,"+$2,189",,,,
1087,M,2021-05-14 17:21:11,2021-05-12, HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,CEO,P - Purchase,$18.41,"+1,500","220,135",+1%,"+$27,610",,,,
1088,,2021-05-14 17:16:11,2021-05-13, AAT,"American Assets Trust, Inc.",Rady Ernest S,"COB, CEO, Pres, 10%",P - Purchase,$34.43,"+15,672","10,591,363",0%,"+$539,587",,,,
1089,M,2021-05-14 17:14:47,2021-05-12, FPAY,"Flexshopper, Inc.",Katz Thomas O.,Dir,P - Purchase,$2.44,"+5,000","23,500",+27%,"+$12,200",,,,
1090,,2021-05-14 17:01:02,2021-05-12, RADI,"Radius Global Infrastructure, Inc.",Dkldo V Trading Subsidiary LP,10%,P - Purchase,$13.95,"+925,000","8,506,530",+12%,"+$12,903,750",,,,
1091,M,2021-05-14 16:59:18,2021-05-12, GTX,Garrett Motion Inc.,Rabiller Olivier,"Pres, CEO",P - Purchase,$5.85,"+40,000","120,000",+50%,"+$233,800",,,,
1092,,2021-05-14 16:47:46,2021-05-13, RADI,"Radius Global Infrastructure, Inc.","Centerbridge Partners Real Estate Fund, L.P.",10%,P - Purchase,$13.95,"+925,000","4,916,250",+23%,"+$12,903,750",,,,
1093,,2021-05-14 16:39:10,2021-05-12, SMMT,Summit Therapeutics Inc.,Duggan Robert W,"CEO, 10%",P - Purchase,$5.24,"+11,365,921","67,662,454",+20%,"+$59,557,426",,,,
1094,,2021-05-14 16:37:02,2021-05-12, SMMT,Summit Therapeutics Inc.,Zanganeh Maky,COO,P - Purchase,$5.24,"+389,077","4,747,860",+9%,"+$2,038,763",,,,
1095,,2021-05-14 16:30:14,2021-05-13, CTO,"Cto Realty Growth, Inc.",Brokaw George R,Dir,P - Purchase,$50.95,"+1,000","17,571",+6%,"+$50,954",,,,
1096,,2021-05-14 16:30:11,2021-05-12, NDLS,Noodles & Co,Taylor Shawn A,Dir,P - Purchase,$11.00,"+1,000","13,860",+8%,"+$11,003",,,,
1097,,2021-05-14 16:27:17,2021-05-13, HBI,Hanesbrands Inc.,Cavaliere Joseph W,"Group Pres, Global Innerwear",P - Purchase,$18.76,"+13,675","77,884",+21%,"+$256,543",,,,
1098,,2021-05-14 16:26:56,2021-05-13, HBI,Hanesbrands Inc.,Beebe Cheryl K,Dir,P - Purchase,$19.17,"+5,000","14,603",+52%,"+$95,846",,,,
1099,,2021-05-14 16:22:44,2021-05-12, FRAF,Franklin Financial Services Corp /pa/,Hollar Mark R,CFO,P - Purchase,$30.18,+3,"5,852",0%,+$91,,,,
1100,,2021-05-14 16:16:17,2021-05-12, UNVR,Univar Solutions Inc.,Alexos Nicholas W,"EVP, CFO",P - Purchase,$25.76,"+100,000","371,296",+37%,"+$2,576,000",,,,
1101,,2021-05-14 16:06:36,2021-05-14, AE,"Adams Resources & Energy, Inc.",Pressler Townes G.,Dir,P - Purchase,$26.00,+500,"6,654",+8%,"+$13,000",,,,
1102,,2021-05-14 16:05:51,2021-05-14, AE,"Adams Resources & Energy, Inc.",Niemann John O. Jr.,Dir,P - Purchase,$26.25,+357,"2,882",+14%,"+$9,371",,,,
1103,,2021-05-14 16:05:47,2021-05-12, GLW,Corning Inc /ny,Ferguson Roger W. Jr.,Dir,P - Purchase,$43.29,"+1,385","2,709",+105%,"+$59,957",,,,
1104,,2021-05-14 16:05:34,2021-05-14, CAMP,Calamp Corp.,Gardner Jeffery R,"Pres, CEO",P - Purchase,$12.66,+500,"158,701",0%,"+$6,330",,,,
1105,,2021-05-14 16:05:28,2021-05-13, CAMP,Calamp Corp.,Johnson Amal M,Dir,P - Purchase,$12.12,"+5,000","97,049",+5%,"+$60,593",,,,
1106,,2021-05-14 16:04:31,2021-05-12, FRG,"Franchise Group, Inc.",Cozza Patrick A,Dir,P - Purchase,$34.35,"+4,000","22,459",+22%,"+$137,400",,,,
1107,M,2021-05-14 15:36:35,2021-05-11, NWPP,New Peoples Bankshares Inc,Keene Harold L,"Dir, 10%",P - Purchase,$1.86,"+33,000","4,478,895",+1%,"+$61,493",,,,
1108,,2021-05-14 15:36:14,2021-05-13, NWPP,New Peoples Bankshares Inc,Cox John D,Dir,P - Purchase,$1.80,"+5,000","562,267",+1%,"+$9,000",,,,
1109,M,2021-05-14 15:35:49,2021-05-12, NWPP,New Peoples Bankshares Inc,White Blaine Scott,"Dir, 10%",P - Purchase,$2.00,"+15,762","5,015,252",0%,"+$31,474",,,,
1110,,2021-05-14 15:09:04,2021-05-14, PTVE,Pactiv Evergreen Inc.,Stangl Rolf,Dir,P - Purchase,$14.60,"+7,000","16,000",+78%,"+$102,200",,,,
1111,,2021-05-14 15:05:24,2021-05-13, CMTV,Community Bancorp /vt,Bonvechio Louise M,"Corp Secretary, Treasuer",P - Purchase,$18.50,+267,"7,539",+4%,"+$4,940",,,,
1112,M,2021-05-14 15:01:08,2021-05-12, PFSI,"Pennymac Financial Services, Inc.",Nanji Farhad,Dir,P - Purchase,$57.84,"+369,324","2,347,251",+19%,"+$21,362,114",,,,
1113,M,2021-05-14 14:56:03,2021-05-12, PFSI,"Pennymac Financial Services, Inc.","Mfn Partners, LP",Dir,P - Purchase,$57.84,"+369,324","2,176,722",+20%,"+$21,362,114",,,,
1114,,2021-05-14 14:52:49,2021-05-13, BVH,Bluegreen Vacations Holding Corp,Tonkin Dusty,"EVP, Chief Sales Officer (2)",P - Purchase,$18.79,"+10,500","31,099",+51%,"+$197,295",,,,
1115,,2021-05-14 14:44:29,2021-05-12, SDC,"Smiledirectclub, Inc.",Frist William H.,Dir,P - Purchase,$7.83,"+13,000","64,241",+25%,"+$101,790",,,,
1116,D,2021-05-14 14:23:22,2021-05-12, MAQCU,Maquia Capital Acquisition Corp,"Maquia Investments North America, LLC",10%,P - Purchase,$10.00,"+32,743","583,743",+6%,"+$327,430",,,,
1117,M,2021-05-14 14:08:07,2021-05-12, TELA,"Tela Bio, Inc.","Ew Healthcare Partners Fund 2, L.P.",See footnote 2,P - Purchase,$12.08,"+15,000","1,665,555",+1%,"+$181,150",,,,
1118,,2021-05-14 13:49:01,2021-05-14, CLF,Cleveland-Cliffs Inc.,Miller Janet L,Dir,P - Purchase,$19.49,"+1,280","70,468",+2%,"+$24,941",,,,
1119,,2021-05-14 13:43:22,2021-05-13, BLBX,Blackboxstocks Inc.,Kepler Gust,"Pres, 10%",P - Purchase,$2.00,+100,"2,332,068",0%,+$200,,,,
1120,M,2021-05-14 13:33:13,2021-05-12, ISNS,Image Sensing Systems Inc,Daly Joseph Patrick,Dir,P - Purchase,$6.63,"+20,000","120,282",+20%,"+$132,581",,,,
1121,M,2021-05-14 12:33:55,2021-05-12, ADMQ,"Adm Endeavors, Inc.",Nelson Sarah,COO,P - Purchase,$0.07,"+56,000","1,371,460",+4%,"+$4,138",,,,
1122,,2021-05-14 12:05:12,2021-05-13, ALTM,Altus Midstream Co,Bretches D. Clay,CEO,P - Purchase,$63.75,+200,"23,170",+1%,"+$12,750",,,,
1123,,2021-05-14 11:50:47,2021-05-13, TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,657.24",+29,"376,141",0%,"+$48,060",,,,
1124,,2021-05-14 11:28:02,2021-05-13, AP,Ampco Pittsburgh Corp,Lyon Samuel,Pres of Union Electric,P - Purchase,$5.67,"+6,000","68,758",+10%,"+$34,048",,,,
1125,DM,2021-05-14 10:59:12,2021-05-12, QUAD,"Quad/graphics, Inc.",Quadracci J Joel,"COB, Pres, CEO",P - Purchase,$3.10,"+65,300","1,482,187",+5%,"+$202,599",,,,
1126,,2021-05-14 10:32:49,2021-05-12, CNNE,"Cannae Holdings, Inc.",Massey Richard N,CEO,P - Purchase,$35.96,"+10,000","299,536",+3%,"+$359,621",,,,
1127,,2021-05-14 10:08:35,2021-05-13, FRST,Primis Financial Corp.,Biagas John Fitzgerald,Dir,P - Purchase,$14.68,"+1,695","62,754",+3%,"+$24,880",,,,
1128,M,2021-05-14 09:41:17,2021-05-12, ATAX,"America First Multifamily Investors, L.P.",Rogozinski Kenneth,CEO,P - Purchase,$5.95,"+2,173","96,711",+2%,"+$12,929",,,,
1129,,2021-05-14 08:06:19,2021-05-13, DCTH,"Delcath Systems, Inc.",Purpura John,COO,P - Purchase,$9.42,"+4,000","18,713",+27%,"+$37,680",,,,
1130,,2021-05-14 06:20:32,2021-05-12, AMTB,Amerant Bancorp Inc.,Plush Gerald P,See remarks,P - Purchase,$20.91,"+1,000","99,002",+1%,"+$20,911",,,,
1131,D,2021-05-14 06:15:44,2021-05-11, TALS,"Talaris Therapeutics, Inc.","Clarus Lifesciences Iii, L.P.",10%,P - Purchase,$17.00,"+30,000","160,044",+23%,"+$510,000",,,,
1132,D,2021-05-13 21:59:55,2021-05-11, TALS,"Talaris Therapeutics, Inc.","Clarus Defined Exit I, L.P.",10%,P - Purchase,$17.00,"+30,000","160,044",+23%,"+$510,000",,,,
1133,D,2021-05-13 19:27:48,2020-02-21, NXRT,"Nexpoint Residential Trust, Inc.",Laffer Arthur B,Dir,P - Purchase,$51.12,"+4,892","39,181",+14%,"+$250,079",,,,
1134,M,2021-05-13 19:16:25,2021-05-11, BH,Biglari Holdings Inc.,"Biglari, Sardar","COB, CEO, 10%",P - Purchase,$170.69,"+20,000","1,415,428",+1%,"+$3,413,845",,,,
1135,,2021-05-13 18:49:01,2021-05-13, EBMT,"Eagle Bancorp Montana, Inc.",Chemodurow Tanya,Dir,P - Purchase,$22.86,"+1,080","6,815",+19%,"+$24,689",,,,
1136,,2021-05-13 18:47:22,2021-05-13, CNP,Centerpoint Energy Inc,Lesar David J,"Pres, CEO",P - Purchase,$23.58,"+50,000","329,722",+18%,"+$1,179,000",,,,
1137,M,2021-05-13 18:00:18,2021-05-11, GRBK,"Green Brick Partners, Inc.",Brandler Harry,Dir,P - Purchase,$22.11,"+25,000","91,834",+37%,"+$552,720",,,,
1138,D,2021-05-13 17:59:19,2021-05-11, ET,Energy Transfer LP,Washburne Ray W,Dir,P - Purchase,$9.53,"+200,000","441,020",+83%,"+$1,905,300",,,,
1139,,2021-05-13 17:58:26,2021-05-12, CLXT,"Calyxt, Inc.",Neugent Christopher J,Dir,P - Purchase,$3.95,"+15,000","22,940",+189%,"+$59,291",,,,
1140,,2021-05-13 17:43:06,2020-07-31, VERX,"Vertex, Inc.",Robert Kevin L,Dir,P - Purchase,$19.00,"+7,895","28,232",+39%,"+$150,005",,,,
1141,,2021-05-13 17:41:56,2020-07-31, VERX,"Vertex, Inc.",Radcliffe Amanda Westphal,Dir,P - Purchase,$19.00,"+84,210","100,599",+514%,"+$1,599,990",,,,
1142,,2021-05-13 17:41:36,2021-05-12, AMR,"Alpha Metallurgical Resources, Inc.",Nicholson Roger Lee,"CAO, GC, Secretary",P - Purchase,$14.76,+500,"58,903",+1%,"+$7,380",,,,
1143,D,2021-05-13 17:41:24,2021-05-13, TLRS,Timberline Resources Corp,Osterberg Steven A.,"VP, Exploration",P - Purchase,$0.14,"+125,000","1,037,569",+14%,"+$17,500",,,,
1144,,2021-05-13 17:40:20,2021-05-12, AMR,"Alpha Metallurgical Resources, Inc.",Stetson David J.,CEO,P - Purchase,$14.52,"+5,000","250,365",+2%,"+$72,619",,,,
1145,M,2021-05-13 17:38:23,2021-05-11, BDSI,Biodelivery Sciences International Inc,Kotler Kevin,Dir,P - Purchase,$3.20,"+300,000","4,655,689",+7%,"+$960,500",,,,
1146,M,2021-05-13 17:36:40,2021-05-11, BDSI,Biodelivery Sciences International Inc,Sirgo Mark A,Dir,P - Purchase,$3.19,"+15,500","1,106,595",+1%,"+$49,380",,,,
1147,D,2021-05-13 17:34:50,2021-05-13, TLRS,Timberline Resources Corp,Mathewson David C.,Former Director,P - Purchase,$0.14,"+350,000","2,350,000",+18%,"+$49,000",,,,
1148,D,2021-05-13 17:34:24,2021-05-11, RC,Ready Capital Corp,Nathan Gilbert E,Dir,P - Purchase,$13.66,"+4,000","26,953",+17%,"+$54,636",,,,
1149,,2021-05-13 17:32:05,2021-05-11, BXRX,"Baudax Bio, Inc.",Baskies Arnold M,Dir,P - Purchase,$0.82,"+10,000","86,452",+13%,"+$8,200",,,,
1150,,2021-05-13 17:23:43,2021-05-12, VST,Vistra Corp.,Ferraioli Brian K,Dir,P - Purchase,$16.00,"+2,000","52,784",+4%,"+$32,000",,,,
1151,,2021-05-13 17:04:45,2021-05-12, CAR,"Avis Budget Group, Inc.",Hees Bernardo,Exec COB,P - Purchase,$79.39,"+63,000","925,863",+7%,"+$5,001,845",,,,
1152,,2021-05-13 17:00:43,2021-05-12, ABIO,"Arca Biopharma, Inc.",Conway Robert E,Chairman of the Board,P - Purchase,$3.19,"+10,000","50,000",+25%,"+$31,947",,,,
1153,,2021-05-13 17:00:32,2021-05-11, NFE,New Fortress Energy Inc.,Wanner Katherine,Dir,P - Purchase,$38.88,"+1,000","78,129",+1%,"+$38,880",,,,
1154,,2021-05-13 16:58:28,2021-05-11, AHCO,Adapthealth Corp.,Quasha Alan G,Dir,P - Purchase,$24.64,"+1,000","12,886",+8%,"+$24,640",,,,
1155,,2021-05-13 16:52:47,2021-05-12, JOE,St Joe Co,Gonzalez Jorge Luis,Pres - CEO,P - Purchase,$41.79,"+1,000","22,080",+5%,"+$41,790",,,,
1156,M,2021-05-13 16:49:50,2021-03-23, TELA,"Tela Bio, Inc.","Ew Healthcare Partners Fund 2, L.P.",See footnote 2,P - Purchase,$13.20,"+125,977","1,650,555",+8%,"+$1,663,501",,,,
1157,,2021-05-13 16:49:32,2021-05-10, LGF.B,Lions Gate Entertainment Corp /cn/,Crawford Gordon,Dir,P - Purchase,$13.71,"+50,153","1,216,075",+4%,"+$687,568",,,,
1158,M,2021-05-13 16:45:53,2021-05-11, SREV,"Servicesource International, Inc.","Edenbrook Capital, LLC",10%,P - Purchase,$1.29,"+12,110","19,216,277",0%,"+$15,674",,,,
1159,,2021-05-13 16:32:44,2021-05-12, MITT,"AG Mortgage Investment Trust, Inc.",Lamanna Joseph,Dir,P - Purchase,$3.73,"+20,000","94,941",+27%,"+$74,600",,,,
1160,M,2021-05-13 16:31:48,2021-05-11, QRTEA,"Qurate Retail, Inc.",Wendling Brian J,"CAO, PFO",P - Purchase,$105.42,"+1,625","9,500",+21%,"+$171,314",,,,
1161,M,2021-05-13 16:28:33,2021-05-11, LBRDA,Liberty Broadband Corp,Wendling Brian J,"CAO, PFO",P - Purchase,$27.16,"+3,077","18,277",+20%,"+$83,575",,,,
1162,,2021-05-13 16:24:45,2021-05-13, MHLD,"Maiden Holdings, Ltd.",Lyons Simcha G,Dir,P - Purchase,$3.55,"+14,085","92,255",+18%,"+$50,002",,,,
1163,,2021-05-13 16:18:34,2021-05-11, QUOT,Quotient Technology Inc.,Gessow Andrew J,Dir,P - Purchase,$12.01,"+5,000","347,454",+1%,"+$60,050",,,,
1164,M,2021-05-13 16:17:55,2021-05-11, AUPH,Aurinia Pharmaceuticals Inc.,Mackay-Dunn R. Hector,Dir,P - Purchase,$11.23,"+4,500","6,000",+300%,"+$50,529",,,,
1165,,2021-05-13 16:16:34,2021-05-11, MASI,Masimo Corp,McClenahan Thomas Samuel,"EVP, GC, CORP SEC",P - Purchase,$214.40,+500,"23,571",+2%,"+$107,200",,,,
1166,,2021-05-13 16:11:31,2021-05-11, ORRF,Orrstown Financial Services Inc,Quinn Thomas R Jr,"Pres, CEO",P - Purchase,$24.50,+290,"71,392",0%,"+$7,105",,,,
1167,,2021-05-13 16:06:57,2021-03-03, TMBR,"Timber Pharmaceuticals, Inc.",Mendelsohn Alan,Chief Medical Officer,P - Purchase,$2.17,"+1,988","1,988",New,"+$4,314",,,,
1168,,2021-05-13 16:03:54,2021-05-12, GPRO,"Gopro, Inc.",Lurie Alexander J,Dir,P - Purchase,$9.11,"+10,000","174,627",+6%,"+$91,121",,,,
1169,,2021-05-13 16:02:18,2021-05-11, GPRO,"Gopro, Inc.",Lanzone James,Dir,P - Purchase,$9.77,"+10,270","132,819",+8%,"+$100,307",,,,
1170,,2021-05-13 15:52:30,2021-05-13, OVBC,Ohio Valley Banc Corp,Thomas David W,Dir,P - Purchase,$22.98,+10,"5,251",0%,+$240,,,,
1171,,2021-05-13 15:08:05,2021-05-13, OVBC,Ohio Valley Banc Corp,Robbins Edward J,Dir,P - Purchase,$22.96,"+2,000","5,342",+60%,"+$45,918",,,,
1172,M,2021-05-13 14:50:11,2021-05-12, FRST,Primis Financial Corp.,Biagas John Fitzgerald,Dir,P - Purchase,$14.30,"+1,730","61,059",+3%,"+$24,736",,,,
1173,,2021-05-24 21:11:44,2021-05-18, CPSS,"Consumer Portfolio Services, Inc.",Grasso Louis M,Dir,P - Purchase,$4.12,"+1,000","4,900",+26%,"+$4,120",,,,
1174,,2021-05-24 20:57:02,2021-05-20, BRN,Barnwell Industries Inc,Grossman Kenneth S,Dir,P - Purchase,$2.87,"+10,000","10,000",New,"+$28,680",,,,
1175,D,2021-05-24 20:33:56,2021-05-20, BMBL,Bumble Inc.,Shaukat Tariq M,Pres,P - Purchase,$39.94,+200,201,>999%,"+$7,988",,,,
1176,M,2021-05-24 19:27:18,2021-05-20, SLNG,"Stabilis Solutions, Inc.","Jch Crenshaw Holdings, LLC","Dir, 10%",P - Purchase,$7.88,"+3,590","13,030,907",0%,"+$28,276",,,,
1177,,2021-05-24 18:59:25,2021-05-24, CLNN,Clene Inc.,Mosca Alison,Dir,P - Purchase,$9.63,"+51,921","4,525,929",+1%,"+$499,999",,,,
1178,,2021-05-24 18:49:17,2021-05-20, ARYA,Arya Sciences Acquisition Corp III,Perceptive Advisors LLC,Dir,P - Purchase,$10.05,"+159,925","159,925",New,"+$1,607,246",,,,
1179,,2021-05-24 18:44:38,2021-05-20, LC,Lendingclub Corp,Landon Allan R,Dir,P - Purchase,$12.40,"+1,000","31,114",+3%,"+$12,400",,,,
1180,M,2021-05-24 18:12:55,2021-05-20, SPLP,Steel Partners Holdings L.P.,Walker Gordon A.,SVP,P - Purchase,$25.00,"+19,864","227,346",+10%,"+$496,615",,,,
1181,,2021-05-24 18:09:58,2021-05-20, SC,Santander Consumer USA Holdings Inc.,Aditya Mahesh,"Pres, CEO",P - Purchase,$36.74,+119,"52,484",0%,"+$4,360",,,,
1182,M,2021-05-24 17:47:48,2021-05-20, CRCT,"Cricut, Inc.","Abdiel Capital Management, LLC",10%,P - Purchase,$28.07,"+253,674","4,185,030",+6%,"+$7,120,165",,,,
1183,,2021-05-24 17:29:27,2021-05-21, FKYS,First Keystone Corp,Jezewski Michael L,Dir,P - Purchase,$24.94,+77,"30,127",0%,"+$1,920",,,,
1184,,2021-05-24 17:15:51,2021-05-21, BRG,"Bluerock Residential Growth Reit, Inc.",Vohs Christopher J.,CFO,P - Purchase,$22.50,"+2,500","15,000",+20%,"+$56,250",,,,
1185,,2021-05-24 17:05:48,2021-05-20, ASRT,"Assertio Holdings, Inc.",Schwichtenberg Paul,"SVP, CFO",P - Purchase,$1.51,"+9,750","23,530",+71%,"+$14,762",,,,
1186,,2021-05-24 17:05:20,2021-05-20, ASRT,"Assertio Holdings, Inc.",Peisert Daniel A.,"Pres, CEO",P - Purchase,$1.54,"+15,909","89,655",+22%,"+$24,500",,,,
1187,,2021-05-24 17:04:53,2021-05-20, ASRT,"Assertio Holdings, Inc.",Patel Ajay,"SVP, CAO",P - Purchase,$1.53,"+8,170","18,200",+81%,"+$12,500",,,,
1188,,2021-05-24 17:00:16,2021-05-21, TSRI,Tsr Inc,Fitzgerald Robert E,"Dir, 10%",P - Purchase,$9.07,"+6,000","526,384",+1%,"+$54,390",,,,
1189,,2021-05-24 16:59:31,2021-05-21, CVSI,"Cv Sciences, Inc.",Maroon Joseph C Md,Dir,P - Purchase,$0.38,"+50,000","791,116",+7%,"+$19,000",,,,
