Ticker,Filing Date,Actual Purchase Date,Purchase Price,Sell Date,Sell Price,Return on Investment
 CABO,2018-01-04 21:07:57,2018-01-05,709.1699829101562,2018-01-08,721.22998046875,0.017005792474611287
 DYNT,2018-01-04 20:33:10,2018-01-05,15.5,2018-01-08,16.25,0.04838709677419355
 DYNT,2018-01-04 20:17:37,2018-01-05,15.5,2018-01-08,16.25,0.04838709677419355
 DYNT,2018-01-04 20:08:45,2018-01-05,15.5,2018-01-08,16.25,0.04838709677419355
 DYNT,2018-01-04 19:56:33,2018-01-05,15.5,2018-01-08,16.25,0.04838709677419355
 DYNT,2018-01-04 19:49:30,2018-01-05,15.5,2018-01-08,16.25,0.04838709677419355
 DYNT,2018-01-04 19:40:24,2018-01-05,15.5,2018-01-08,16.25,0.04838709677419355
 DYNT,2018-01-04 19:27:54,2018-01-05,15.5,2018-01-08,16.25,0.04838709677419355
 ISBA,2018-01-04 19:24:01,2018-01-05,27.799999237060547,2018-01-08,27.850000381469727,0.001798602366237568
 ISBA,2018-01-04 19:22:28,2018-01-05,27.799999237060547,2018-01-08,27.850000381469727,0.001798602366237568
 ISBA,2018-01-04 19:19:58,2018-01-05,27.799999237060547,2018-01-08,27.850000381469727,0.001798602366237568
 ISBA,2018-01-04 19:18:16,2018-01-05,27.799999237060547,2018-01-08,27.850000381469727,0.001798602366237568
 ISBA,2018-01-04 19:16:18,2018-01-05,27.799999237060547,2018-01-08,27.850000381469727,0.001798602366237568
 ISBA,2018-01-04 19:14:44,2018-01-05,27.799999237060547,2018-01-08,27.850000381469727,0.001798602366237568
 ISBA,2018-01-04 19:12:49,2018-01-05,27.799999237060547,2018-01-08,27.850000381469727,0.001798602366237568
 ISBA,2018-01-04 19:11:00,2018-01-05,27.799999237060547,2018-01-08,27.850000381469727,0.001798602366237568
 ISBA,2018-01-04 19:09:02,2018-01-05,27.799999237060547,2018-01-08,27.850000381469727,0.001798602366237568
 ISBA,2018-01-04 19:06:51,2018-01-05,27.799999237060547,2018-01-08,27.850000381469727,0.001798602366237568
 BH,2018-01-04 18:45:42,2018-01-05,277.8999938964844,2018-01-08,279.5733337402344,0.006021374165172909
 ED,2018-01-04 16:52:47,2018-01-05,82.11000061035156,2018-01-08,82.88999938964844,0.009499437017402006
 ED,2018-01-04 16:51:03,2018-01-05,82.11000061035156,2018-01-08,82.88999938964844,0.009499437017402006
 ED,2018-01-04 16:49:43,2018-01-05,82.11000061035156,2018-01-08,82.88999938964844,0.009499437017402006
 ED,2018-01-04 16:48:15,2018-01-05,82.11000061035156,2018-01-08,82.88999938964844,0.009499437017402006
 ED,2018-01-04 16:45:37,2018-01-05,82.11000061035156,2018-01-08,82.88999938964844,0.009499437017402006
 ED,2018-01-04 16:44:28,2018-01-05,82.11000061035156,2018-01-08,82.88999938964844,0.009499437017402006
 ED,2018-01-04 16:41:25,2018-01-05,82.11000061035156,2018-01-08,82.88999938964844,0.009499437017402006
 ED,2018-01-04 16:37:33,2018-01-05,82.11000061035156,2018-01-08,82.88999938964844,0.009499437017402006
 ED,2018-01-04 16:31:41,2018-01-05,82.11000061035156,2018-01-08,82.88999938964844,0.009499437017402006
 ED,2018-01-04 16:30:17,2018-01-05,82.11000061035156,2018-01-08,82.88999938964844,0.009499437017402006
 ED,2018-01-04 16:28:39,2018-01-05,82.11000061035156,2018-01-08,82.88999938964844,0.009499437017402006
 KN,2018-01-04 15:51:58,2018-01-04,15.319999694824219,2018-01-08,15.960000038146973,0.04177548016133281
 QNBC,2018-01-04 14:46:42,2018-01-04,44.79999923706055,2018-01-08,44.900001525878906,0.0022321939848524157
 RGCO,2018-01-04 14:45:00,2018-01-04,26.3700008392334,2018-01-08,26.59000015258789,0.008342787499163682
 RGCO,2018-01-04 14:31:14,2018-01-04,26.3700008392334,2018-01-08,26.59000015258789,0.008342787499163682
 CNMD,2018-01-04 13:31:34,2018-01-04,52.029998779296875,2018-01-08,53.369998931884766,0.025754376014344375
 FRAF,2018-01-04 10:37:30,2018-01-04,37.5,2018-01-08,37.900001525878906,0.010666707356770833
 FRAF,2018-01-04 10:35:56,2018-01-04,37.5,2018-01-08,37.900001525878906,0.010666707356770833
 FRAF,2018-01-04 10:33:30,2018-01-04,37.5,2018-01-08,37.900001525878906,0.010666707356770833
 FMNB,2018-01-04 10:03:53,2018-01-04,14.949999809265137,2018-01-08,15.050000190734863,0.006688988812411366
