Ticker,Filing Date,Actual Purchase Date,Purchase Price,Sell Date,Sell Price,Return on Investment (%)
 PFMT,2022-01-19 21:32:52,2022-01-20,2.109999895095825,2022-01-24,2.0399999618530273,-3.3175325461150704
 NYC,2022-01-19 21:01:00,2022-01-20,11.1899995803833,2022-01-24,11.369999885559082,1.6085818760112547
 BKGM,2022-01-19 20:04:20,2022-01-20,6125.0,2022-01-24,6125.0,0.0
 SFIX,2022-01-19 19:56:07,2022-01-20,16.559999465942383,2022-01-24,16.18000030517578,-2.2946809965067647
 STTK,2022-01-19 19:20:21,2022-01-20,6.860000133514404,2022-01-24,7.0,2.040814340536656
 ABSI,2022-01-19 18:43:36,2022-01-20,7.230000019073486,2022-01-24,6.639999866485596,-8.160444689231111
 S,2022-01-19 17:51:09,2022-01-20,42.560001373291016,2022-01-24,41.4900016784668,-2.5140969461897353
 SAFE,2022-01-19 17:46:17,2022-01-20,115.60552978515625,2022-01-24,106.79517364501953,-7.621050789274587
 ALZN,2022-01-19 17:35:37,2022-01-20,24.75,2022-01-24,22.649999618530273,-8.48485002614031
 EMLDU,2022-01-19 17:13:40,2022-01-20,9.989999771118164,2022-01-24,9.930000305175781,-0.6005952684388017
 EMLDU,2022-01-19 17:12:54,2022-01-20,9.989999771118164,2022-01-24,9.930000305175781,-0.6005952684388017
 KFS,2022-01-19 16:54:04,2022-01-20,5.269999980926514,2022-01-24,5.260000228881836,-0.18974861633528295
 KFS,2022-01-19 16:47:32,2022-01-20,5.269999980926514,2022-01-24,5.260000228881836,-0.18974861633528295
 CPSS,2022-01-19 16:29:45,2022-01-20,10.619999885559082,2022-01-24,10.319999694824219,-2.82486058349962
 ENTX,2022-01-19 16:07:03,2022-01-20,2.5999999046325684,2022-01-24,2.319999933242798,-10.769230063850333
 ENTX,2022-01-19 16:04:52,2022-01-20,2.5999999046325684,2022-01-24,2.319999933242798,-10.769230063850333
 ENTX,2022-01-19 16:02:25,2022-01-20,2.5999999046325684,2022-01-24,2.319999933242798,-10.769230063850333
 NSTS,2022-01-19 15:52:35,2022-01-19,12.59000015258789,2022-01-24,12.579999923706055,-0.0794299345562786
 NSTS,2022-01-19 15:50:51,2022-01-19,12.59000015258789,2022-01-24,12.579999923706055,-0.0794299345562786
 NSTS,2022-01-19 15:48:23,2022-01-19,12.59000015258789,2022-01-24,12.579999923706055,-0.0794299345562786
 NSTS,2022-01-19 15:45:50,2022-01-19,12.59000015258789,2022-01-24,12.579999923706055,-0.0794299345562786
 NSTS,2022-01-19 15:43:15,2022-01-19,12.59000015258789,2022-01-24,12.579999923706055,-0.0794299345562786
 NSTS,2022-01-19 15:40:52,2022-01-19,12.59000015258789,2022-01-24,12.579999923706055,-0.0794299345562786
 NSTS,2022-01-19 15:38:20,2022-01-19,12.59000015258789,2022-01-24,12.579999923706055,-0.0794299345562786
 NSTS,2022-01-19 15:36:06,2022-01-19,12.59000015258789,2022-01-24,12.579999923706055,-0.0794299345562786
 YORW,2022-01-19 15:25:49,2022-01-19,44.61000061035156,2022-01-24,45.58000183105469,2.1744030653028963
 YORW,2022-01-19 15:17:06,2022-01-19,44.61000061035156,2022-01-24,45.58000183105469,2.1744030653028963
 BLFY,2022-01-19 15:15:29,2022-01-19,14.109999656677246,2022-01-24,14.619999885559082,3.6144595413968674
 CYTH,2022-01-19 14:59:36,2022-01-19,4.039999961853027,2022-01-24,3.619999885559082,-10.39604159058714
 CRTD,2022-01-19 14:48:12,2022-01-19,985.0,2022-01-24,880.0,-10.65989847715736
 NECB,2022-01-19 14:43:16,2022-01-19,11.279999732971191,2022-01-24,11.100000381469727,-1.5957389695261313
 CYTH,2022-01-19 14:38:41,2022-01-19,4.039999961853027,2022-01-24,3.619999885559082,-10.39604159058714
 CAL,2022-01-19 13:56:17,2022-01-19,23.600000381469727,2022-01-24,24.280000686645508,2.881357178746932
 YORW,2022-01-19 13:19:44,2022-01-19,44.61000061035156,2022-01-24,45.58000183105469,2.1744030653028963
 YORW,2022-01-19 13:12:13,2022-01-19,44.61000061035156,2022-01-24,45.58000183105469,2.1744030653028963
 YORW,2022-01-19 13:04:34,2022-01-19,44.61000061035156,2022-01-24,45.58000183105469,2.1744030653028963
 TELA,2022-01-19 12:52:09,2022-01-19,12.220000267028809,2022-01-24,11.579999923706055,-5.237318570684161
 CXDO,2022-01-19 12:47:13,2022-01-19,4.25,2022-01-24,3.990000009536743,-6.117646834429573
 PPYAU,2022-01-19 12:29:48,2022-01-19,10.010000228881836,2022-01-24,10.0,-0.09990238414762764
 PPYAU,2022-01-19 12:27:04,2022-01-19,10.010000228881836,2022-01-24,10.0,-0.09990238414762764
 TPL,2022-01-19 12:07:32,2022-01-19,353.1533203125,2022-01-24,346.42333984375,-1.90568234295369
 UMH,2022-01-19 11:23:16,2022-01-19,23.899999618530273,2022-01-24,23.8700008392334,-0.1255179070112461
 GALT,2022-01-19 11:18:30,2022-01-19,2.009999990463257,2022-01-24,1.9800000190734863,-1.4925358971198917
 GALT,2022-01-19 11:02:44,2022-01-19,2.009999990463257,2022-01-24,1.9800000190734863,-1.4925358971198917
 VOXX,2022-01-19 07:00:15,2022-01-19,10.350000381469727,2022-01-24,10.489999771118164,1.3526510578597413
 WTMAU,2022-01-19 06:45:08,2022-01-19,10.020000457763672,2022-01-24,10.020000457763672,0.0
 GLSI,2022-01-19 06:09:48,2022-01-19,18.860000610351562,2022-01-24,20.700000762939453,9.756098054302194
 THO,2022-01-18 19:20:40,2022-01-19,98.06999969482422,2022-01-24,94.66999816894531,-3.4669129565199195
 BMEA,2022-01-18 19:00:23,2022-01-19,7.659999847412109,2022-01-24,7.199999809265137,-6.005222549741711
 ASAN,2022-01-18 18:33:06,2022-01-19,54.04999923706055,2022-01-24,54.689998626708984,1.1840876941393332
 TELL,2022-01-18 18:02:48,2022-01-19,3.0999999046325684,2022-01-24,2.700000047683716,-12.903221588849147
 TELL,2022-01-18 18:00:56,2022-01-19,3.0999999046325684,2022-01-24,2.700000047683716,-12.903221588849147
 OCUL,2022-01-18 17:30:36,2022-01-19,5.909999847412109,2022-01-24,5.659999847412109,-4.230118552532127
 KOR,2022-01-18 17:18:43,2022-01-19,3.2100000381469727,2022-01-19,3.2100000381469727,0.0
 ULH,2022-01-18 16:55:16,2022-01-19,18.350000381469727,2022-01-24,17.200000762939453,-6.267027763615585
 YORW,2022-01-18 16:35:48,2022-01-19,45.150001525878906,2022-01-24,45.58000183105469,0.9523815961098369
 AXDX,2022-01-18 16:22:36,2022-01-19,38.29999923706055,2022-01-24,39.5,3.1331613233513758
 YORW,2022-01-18 16:20:22,2022-01-19,45.150001525878906,2022-01-24,45.58000183105469,0.9523815961098369
 YORW,2022-01-18 16:11:43,2022-01-19,45.150001525878906,2022-01-24,45.58000183105469,0.9523815961098369
 HSON,2022-01-18 16:06:57,2022-01-19,26.329999923706055,2022-01-24,27.100000381469727,2.92442255979806
 SACH,2022-01-18 16:05:29,2022-01-19,5.989999771118164,2022-01-24,5.5,-8.18029699234354
 MACK,2022-01-18 16:05:10,2022-01-19,4.610000133514404,2022-01-24,4.409999847412109,-4.338400874401406
 ENTX,2022-01-18 16:01:45,2022-01-19,2.819999933242798,2022-01-24,2.319999933242798,-17.730496873630624
