,X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
654,,2023-03-15 15:51:18,2023-03-14, FFIN,First Financial Bankshares Inc,Edwards Murray Hamilton,Dir,P - Purchase,$31.00,+100,"376,171",0%,"+$3,100",,,,
655,,2023-03-15 15:39:28,2023-03-14, MPB,Mid Penn Bancorp Inc,Noone John E,Dir,P - Purchase,$26.82,"+1,300","54,047",+2%,"+$34,872",,,,
656,,2023-03-15 15:37:47,2023-03-15, VLY,Valley National Bancorp,Robbins IRA,CEO,P - Purchase,$9.50,"+5,000","545,607",+1%,"+$47,500",,,,
657,M,2023-03-15 15:29:32,2023-03-13, FMNB,Farmers National Banc Corp /oh/,Thornton Andre,Dir,P - Purchase,$12.37,"+1,185","1,553",+322%,"+$14,660",,,,
658,,2023-03-15 15:28:06,2023-03-15, BXP,Boston Properties Inc,Lustig Matthew J,Dir,P - Purchase,$52.92,"+10,000","10,000",New,"+$529,200",,,,
659,,2023-03-15 15:22:43,2023-03-15, CBKM,Consumers Bancorp Inc /oh/,L'Italien Shawna,Dir,P - Purchase,$19.50,+250,"3,882",+7%,"+$4,875",,,,
660,,2023-03-15 15:12:25,2023-03-15, KEQU,Kewaunee Scientific Corp /de/,Russell John,Dir,P - Purchase,$16.49,"+4,000","25,000",+19%,"+$65,960",,,,
661,,2023-03-15 14:58:40,2023-03-15, FFIC,Flushing Financial Corp,Grassi Louis C,Dir,P - Purchase,$15.07,"+2,000","108,821",+2%,"+$30,140",,,,
662,,2023-03-15 14:56:09,2023-03-13, NLCP,"Newlake Capital Partners, Inc.",Meyer Lisa,"CFO, Treasurer, Secretary",P - Purchase,$13.27,+381,"1,606",+31%,"+$5,056",,,,
663,D,2023-03-15 14:52:43,2023-03-14, FFWM,First Foundation Inc.,Naghibi Christopher M.,COO,P - Purchase,$9.52,+208,"6,413",+3%,"+$1,981",,,,
664,,2023-03-15 14:43:50,2023-03-15, FRST,Primis Financial Corp.,Jones Allen R Jr.,Dir,P - Purchase,$9.78,"+2,055","11,518",+22%,"+$20,098",,,,
665,,2023-03-15 14:40:23,2023-03-15, FNWB,First Northwest Bancorp,Behar Dana D.,Dir,P - Purchase,$12.02,+900,"33,991",+3%,"+$10,818",,,,
666,A,2023-03-15 14:37:12,2023-03-13, FNWB,First Northwest Bancorp,Behar Dana D.,Dir,P - Purchase,$11.97,"+3,000","33,091",+10%,"+$35,919",,,,
667,,2023-03-15 14:36:35,2023-03-14, FRST,Primis Financial Corp.,Biagas John Fitzgerald,Dir,P - Purchase,$9.83,"+2,525","70,631",+4%,"+$24,808",,,,
668,DM,2023-03-24 21:14:31,2022-08-10, QBTS,D-Wave Quantum Inc.,Goldman Sachs Group Inc,10%,P - Purchase,$11.77,"+20,693","7,939,776",0%,"+$243,535",,,,
669,,2023-03-24 20:54:49,2023-03-24, ALT,"Altimmune, Inc.",Eisenstadt Richard I,CFO,P - Purchase,$4.31,"+10,000","22,010",+83%,"+$43,140",,,,
670,,2023-03-24 18:09:54,2023-03-22, NSYS,Nortech Systems Inc,Kunin David B,"Dir, 10%",P - Purchase,$11.85,+21,"1,410,963",0%,+$249,,,,
671,,2023-03-24 18:05:10,2023-03-22, RFIL,R F Industries Ltd,Holdsworth Mark Keith,Dir,P - Purchase,$4.15,"+2,544","671,864",0%,"+$10,555",,,,
672,,2023-03-24 17:58:35,2023-03-22, EMYB,"Embassy Bancorp, Inc.",Cunningham Diane Maria,EVP,P - Purchase,$17.11,+940,"16,504",+6%,"+$16,083",,,,
673,,2023-03-24 17:46:26,2023-03-22, EMYB,"Embassy Bancorp, Inc.",Neel Lynne Marie,EVP,P - Purchase,$17.30,+425,"7,931",+6%,"+$7,353",,,,
674,,2023-03-24 17:29:19,2023-03-23, HIW,"Highwoods Properties, Inc.",Klinck Theodore J,"Pres, CEO",P - Purchase,$19.81,"+5,000","337,177",+2%,"+$99,065",,,,
675,,2023-03-24 17:28:57,2023-03-23, AP,Ampco Pittsburgh Corp,McAuley Michael G,"VP, CFO, Treasurer",P - Purchase,$2.29,"+6,567","126,452",+5%,"+$15,068",,,,
676,,2023-03-24 17:28:03,2023-03-24, LPCN,Lipocine Inc.,Patel Mahesh V.,"CEO, Pres",P - Purchase,$0.32,"+150,000","1,678,090",+10%,"+$48,000",,,,
677,,2023-03-24 17:26:08,2023-03-23, AP,Ampco Pittsburgh Corp,Demichiei Robert,Dir,P - Purchase,$2.29,"+18,182","40,001",+83%,"+$41,666",,,,
678,,2023-03-24 17:24:37,2023-03-22, EMYB,"Embassy Bancorp, Inc.",Lesavoy Bernard M,Dir,P - Purchase,$17.51,+900,"182,084",0%,"+$15,759",,,,
679,,2023-03-24 17:13:19,2023-03-22, AEL,American Equity Investment Life Holding Co,Matula Alan David,Dir,P - Purchase,$35.50,"+7,100","39,942",+22%,"+$252,034",,,,
680,,2023-03-24 17:11:28,2023-03-22, EMYB,"Embassy Bancorp, Inc.",Lobach David M Jr,"Pres, CEO",P - Purchase,$17.07,"+4,480","522,826",+1%,"+$76,457",,,,
681,,2023-03-24 17:01:06,2023-01-23, GEHC,Ge Healthcare Technologies Inc.,Culp H Lawrence Jr,Dir,P - Purchase,$69.26,+748,"1,272",+143%,"+$51,806",,,,
682,,2023-03-24 16:49:38,2023-03-24, SBFG,"Sb Financial Group, Inc.",Hardgrove Richard L,Dir,P - Purchase,$13.75,"+1,000","18,328",+6%,"+$13,750",,,,
683,M,2023-03-24 16:34:25,2023-03-23, AKAM,Akamai Technologies Inc,Leighton F Thomson,CEO,P - Purchase,$74.99,+668,"2,423,406",0%,"+$50,093",,,,
684,DM,2023-03-24 16:33:29,2023-03-22, ABST,Absolute Software Corp,"Edenbrook Capital, LLC",10%,P - Purchase,$7.53,"+12,562","10,961,416",0%,"+$94,563",,,,
685,,2023-03-24 16:25:16,2023-03-23, FG,"F&G Annuities & Life, Inc.",Blunt Christopher O,"Pres, CEO",P - Purchase,$16.32,"+15,000","402,695",+4%,"+$244,725",,,,
686,,2023-03-24 16:22:44,2023-03-23, FBIZ,"First Business Financial Services, Inc.",Harris John J,Dir,P - Purchase,$30.73,"+1,000","12,440",+9%,"+$30,727",,,,
687,M,2023-03-24 16:13:37,2023-03-22, SCWX,Secureworks Corp,Gagnon Neil,10%,P - Purchase,$8.16,"+44,842","1,292,837",+4%,"+$366,077",,,,
688,,2023-03-24 16:09:53,2023-03-24, TGEN,Tecogen Inc.,Hatsopoulos John,Dir,P - Purchase,$0.92,"+50,000","384,863",+15%,"+$45,995",,,,
689,,2023-03-24 15:56:20,2023-03-22, AUGG,Augusta Gold Corp.,Augusta Investments Inc.,10%,P - Purchase,$0.97,"+2,996,200","25,080,888",+14%,"+$2,906,314",,,,
690,,2023-03-24 15:49:39,2023-03-22, ACFN,"Acorn Energy, Inc.",Loeb Jan H,"Pres, CEO, 10%",P - Purchase,$0.30,"+125,000","8,111,615",+2%,"+$37,500",,,,
691,,2023-03-24 15:43:09,2023-03-23, HMNF,Hmn Financial Inc,Bolton Jeffrey,Dir,P - Purchase,$19.09,"+1,000","1,615",+163%,"+$19,090",,,,
692,D,2023-03-24 15:12:57,2023-03-24, SF,Stifel Financial Corp,Zemlyak James M,Co-Pres,P - Purchase,$56.06,"+20,000","1,257,322",+2%,"+$1,121,100",,,,
693,,2023-03-24 14:40:18,2023-03-24, UEC,Uranium Energy Corp,Adnani Amir,"Pres, CEO",P - Purchase,$2.73,"+20,000","3,635,101",+1%,"+$54,600",,,,
694,D,2023-03-24 14:33:16,2023-03-24, ATSG,"Air Transport Services Group, Inc.",Vorholt Jeffrey J,Dir,P - Purchase,$19.60,+250,"34,075",+1%,"+$4,900",,,,
695,AD,2023-03-24 14:25:31,2023-03-20, ATSG,"Air Transport Services Group, Inc.",Johns Raymond E Jr,Dir,P - Purchase,$20.13,"+1,190","18,293",+7%,"+$23,955",,,,
696,M,2023-03-24 14:20:12,2023-03-23, CRK,Comstock Resources Inc,Burns Roland O,"Pres, CFO",P - Purchase,$9.95,"+20,000","960,430",+2%,"+$198,988",,,,
697,,2023-03-24 14:15:57,2023-03-24, UEC,Uranium Energy Corp,Adnani Amir,"Pres, CEO",P - Purchase,$2.66,"+60,000","3,615,101",+2%,"+$159,558",,,,
698,,2023-03-24 13:49:39,2023-03-24, ATSG,"Air Transport Services Group, Inc.",Turner Quint O,CFO,P - Purchase,$19.73,"+1,000","254,824",0%,"+$19,730",,,,
699,D,2023-03-24 13:49:25,2023-03-24, ATSG,"Air Transport Services Group, Inc.",Rademacher Randy D,Dir,P - Purchase,$19.69,+200,"47,104",0%,"+$3,938",,,,
700,,2023-03-24 13:25:39,2023-03-23, CVLY,Codorus Valley Bancorp Inc,Brown Sarah M,Dir,P - Purchase,$21.25,+490,"7,279",+7%,"+$10,414",,,,
701,,2023-03-24 13:18:13,2023-03-23, TRSSF,Terrascend Corp.,"Jw Asset Management, LLC","Exec COB, 10%",P - Purchase,$1.45,"+21,600","88,572,257",0%,"+$31,240",,,,
702,,2023-03-24 13:17:45,2023-03-24, UEC,Uranium Energy Corp,Abraham Spencer,Dir,P - Purchase,$2.61,"+38,500","605,437",+7%,"+$100,639",,,,
703,D,2023-03-24 12:45:07,2023-03-24, PGC,Peapack Gladstone Financial Corp,Bowser Carmen M,Dir,P - Purchase,$28.46,"+1,000","10,478",+11%,"+$28,460",,,,
704,,2023-03-24 12:04:47,2023-03-24, UEC,Uranium Energy Corp,Melbye Scott,EVP,P - Purchase,$2.50,"+21,000","773,781",+3%,"+$52,586",,,,
705,,2023-03-24 11:01:40,2023-03-22, FRAF,Franklin Financial Services Corp /pa/,Hollar Mark R,CFO,P - Purchase,$30.99,+3,"9,175",0%,+$93,,,,
706,,2023-03-24 10:57:13,2023-03-23, SFBC,"Sound Financial Bancorp, Inc.",Stilwell Joseph,10%,P - Purchase,$37.00,+859,"319,649",0%,"+$31,783",,,,
707,,2023-03-24 10:54:12,2023-03-23, CIVB,"Civista Bancshares, Inc.",Wurm Gerald B,Subsidiary Director,P - Purchase,$17.80,"+2,000","41,573",+5%,"+$35,594",,,,
708,,2023-03-24 09:08:31,2023-03-16, UFCS,United Fire Group Inc,Woolstenhulme Micah G,"VP, Chief Risk Officer",P - Purchase,$26.41,+500,"30,338",+2%,"+$13,203",,,,
709,,2023-03-24 09:01:05,2023-03-23, FMNB,Farmers National Banc Corp /oh/,Bestic Gregory C,Dir,P - Purchase,$12.50,"+5,000","75,000",+7%,"+$62,500",,,,
710,M,2023-03-24 08:53:46,2023-03-22, MAIA,"Maia Biotechnology, Inc.",Smith Stan,Dir,P - Purchase,$3.32,"+3,320","542,390",+1%,"+$11,023",,,,
711,,2023-03-24 08:27:14,2023-03-23, JUVF,Juniata Valley Financial Corp,Havice Timothy I,Dir,P - Purchase,$15.50,"+1,100","51,604",+2%,"+$17,050",,,,
712,,2023-03-24 07:30:32,2023-03-23, ISSC,Innovative Solutions & Support Inc,Harborne Christopher,10%,P - Purchase,$7.75,"+5,730","2,591,969",0%,"+$44,391",,,,
713,,2023-03-24 06:51:01,2023-03-22, VTS,"Vitesse Energy, Inc.",Steinberg Joseph S,Dir,P - Purchase,$16.99,"+158,000","2,647,660",+6%,"+$2,684,420",,,,
714,,2023-03-23 20:28:29,2023-03-23, ALT,"Altimmune, Inc.",Harris Matthew Scott,Chief Medical Officer,P - Purchase,$4.22,"+10,000","33,311",+43%,"+$42,200",,,,
715,,2023-03-23 20:00:53,2023-03-22, FUBO,Fubotv Inc. /fl,Janedis John,CFO,P - Purchase,$1.22,"+8,000","18,000",+80%,"+$9,759",,,,
716,,2023-03-23 17:37:17,2023-03-22, VTS,"Vitesse Energy, Inc.",Gerrity Robert W,CEO,P - Purchase,$16.85,"+5,000","1,804,099",0%,"+$84,250",,,,
717,D,2023-03-23 17:33:31,2023-03-23, ATSG,"Air Transport Services Group, Inc.",Hete Joseph C,Dir,P - Purchase,$19.97,"+1,000","491,252",0%,"+$19,970",,,,
718,,2023-03-23 17:25:33,2023-03-23, FMBM,F&m Bank Corp,Russell Kevin A.,Executive Vice President,P - Purchase,$22.36,+2,"5,551",0%,+$50,,,,
719,,2023-03-23 17:23:29,2023-03-22, PFBX,Peoples Financial Corp /ms/,Stilwell Joseph,10%,P - Purchase,$13.50,"+2,500","541,587",0%,"+$33,750",,,,
720,,2023-03-23 17:20:40,2023-03-23, FMBM,F&m Bank Corp,Shillingburg Stephanie E,Executive Vice President,P - Purchase,$22.36,+9,"10,315",0%,+$200,,,,
721,,2023-03-23 17:12:46,2023-03-23, FMBM,F&m Bank Corp,Hanna Mark Christopher,President & CEO,P - Purchase,$22.36,+82,"16,414",+1%,"+$1,837",,,,
722,,2023-03-23 17:01:48,2023-03-21, HRTG,"Heritage Insurance Holdings, Inc.",Widdicombe Richard A,Chairman,P - Purchase,$3.01,"+5,000","681,921",+1%,"+$15,050",,,,
723,,2023-03-23 16:55:12,2023-03-22, BRT,Brt Apartments Corp.,Gould Matthew J,SVP,P - Purchase,$18.92,"+4,834","3,852,690",0%,"+$91,445",,,,
724,M,2023-03-23 16:52:25,2023-03-21, SWX,"Southwest Gas Holdings, Inc.",Icahn Carl C,10%,P - Purchase,$60.24,"+525,064","19,920,846",+3%,"+$31,627,639",,,,
725,,2023-03-23 16:50:12,2023-03-22, BRT,Brt Apartments Corp.,Gould Matthew J,SVP,P - Purchase,$18.72,"+14,101","3,847,856",0%,"+$263,947",,,,
726,,2023-03-23 16:45:13,2023-03-22, BRT,Brt Apartments Corp.,Gould Jeffrey,"Pres, CEO",P - Purchase,$18.92,"+4,693","3,867,721",0%,"+$88,780",,,,
727,,2023-03-23 16:42:09,2023-03-20, BW,"Babcock & Wilcox Enterprises, Inc.",Salamone Louis Jr,CFO,P - Purchase,$5.27,"+15,000","505,303",+3%,"+$79,110",,,,
728,,2023-03-23 16:40:12,2023-03-22, BRT,Brt Apartments Corp.,Gould Jeffrey,"Pres, CEO",P - Purchase,$18.72,"+14,242","3,863,028",0%,"+$266,612",,,,
729,,2023-03-23 16:35:50,2023-03-22, BRN,Barnwell Industries Inc,Kinzler Alexander C,"Pres, CEO",P - Purchase,$2.14,"+10,000","939,500",+1%,"+$21,390",,,,
730,D,2023-03-23 16:35:35,2023-03-23, KODK,Eastman Kodak Co,Katz Philippe D,"Dir, 10%",P - Purchase,$3.85,"+10,000","4,388,570",0%,"+$38,500",,,,
731,,2023-03-23 16:35:13,2023-03-22, BRT,Brt Apartments Corp.,Gould Investors L P,10%,P - Purchase,$18.77,"+18,935","3,330,421",+1%,"+$355,392",,,,
732,,2023-03-23 16:30:12,2023-03-22, ALZN,"Alzamend Neuro, Inc.",McGrath Lynne Fahey,Dir,P - Purchase,$0.44,"+10,000","85,000",+13%,"+$4,350",,,,
733,,2023-03-23 16:27:19,2023-03-22, BRDS,"Bird Global, Inc.",Washinushi Michael,CFO,P - Purchase,$0.13,"+80,000","4,400,094",+2%,"+$10,240",,,,
734,M,2023-03-23 16:20:18,2023-03-21, PGRE,"Paramount Group, Inc.",Behler Albert P.,"COB, CEO, Pres",P - Purchase,$4.35,"+50,000","521,812",+11%,"+$217,670",,,,
735,,2023-03-23 16:16:46,2023-03-21, CTM,"Castellum, Inc.",Champoux Bernard S,Chair of Board of Directors,P - Purchase,$1.19,"+62,920","104,536",+151%,"+$75,000",,,,
736,,2023-03-23 16:16:33,2023-03-21, CTM,"Castellum, Inc.",Frost Patricia,Dir,P - Purchase,$1.19,"+62,920","62,920",New,"+$75,000",,,,
737,,2023-03-23 16:15:52,2023-03-22, NYC,American Strategic Investment Co.,Schorsch Nicholas S,10%,P - Purchase,$7.92,"+1,468","810,285",0%,"+$11,627",,,,
738,,2023-03-23 16:15:37,2023-03-21, CTM,"Castellum, Inc.",McMillen Charles Thomas,Dir,P - Purchase,$1.19,"+62,920","80,987",+348%,"+$75,000",,,,
739,,2023-03-23 16:15:29,2023-03-22, CTM,"Castellum, Inc.",Wright Jay O,"See Remarks, 10%",P - Purchase,$1.07,"+9,400","9,373,917",0%,"+$10,058",,,,
740,A,2023-03-23 16:14:26,2023-03-17, PYXS,"Pyxis Oncology, Inc.",Pfizer Inc,10%,P - Purchase,$2.76,"+1,811,594","5,952,263",+44%,"+$4,999,999",,,,
741,M,2023-03-23 16:12:35,2023-03-21, CVGW,Calavo Growers Inc,Cole Lecil E,CEO,P - Purchase,$24.29,"+50,000","390,000",+15%,"+$1,214,424",,,,
742,,2023-03-23 16:09:07,2023-03-22, AE,"Adams Resources & Energy, Inc.",Leggio Michael F III,COO,P - Purchase,$37.43,+134,"2,071",+7%,"+$5,000",,,,
743,,2023-03-23 16:03:50,2023-03-20, CODI,Compass Diversified Holdings,Anholt Investments Ltd.,10%,P - Purchase,$17.97,"+5,092","7,942,974",0%,"+$91,492",,,,
744,,2023-03-23 15:47:52,2023-03-22, BKTI,Bk Technologies Corp,Malmanger Scott A.,"CFO, Secretary",P - Purchase,$2.73,"+2,000","2,000",New,"+$5,460",,,,
745,,2023-03-23 15:18:27,2023-03-21, PATI,"Patriot Transportation Holding, Inc.",Baker John D II,"Dir, 10%",P - Purchase,$7.91,+800,"537,534",0%,"+$6,328",,,,
746,,2023-03-23 14:36:52,2023-03-21, FMBH,"First Mid Bancshares, Inc.",Dean Clay M,CEO-First Mid Insurance Group,P - Purchase,$27.06,"+1,000","16,205",+7%,"+$27,060",,,,
747,,2023-03-23 14:14:57,2023-03-21, CBKM,Consumers Bancorp Inc /oh/,Kiko Richard T Jr,Dir,P - Purchase,$18.05,+100,"6,780",+1%,"+$1,805",,,,
748,M,2023-03-23 13:41:15,2023-03-21, ETST,"Earth Science Tech, Inc.",Saumat Giorgio R.,"CEO, 10%",P - Purchase,$0.05,"+56,000","88,359,767",0%,"+$2,634",,,,
749,,2023-03-23 12:47:29,2023-03-22, DMLP,"Dorchester Minerals, L.P.",Dorchester Minerals Operating LP,Entity Under Common Control,P - Purchase,$28.12,"+4,000","24,967",+19%,"+$112,480",,,,
750,,2023-03-23 12:34:18,2023-03-23, NEWT,"Newtekone, Inc.",Zink Gregory L,Dir,P - Purchase,$12.26,"+1,000","22,221",+5%,"+$12,260",,,,
751,,2023-03-23 12:31:14,2023-03-23, NEWT,"Newtekone, Inc.",Perez-Hickman Fernando,Dir,P - Purchase,$12.28,"+40,500","40,500",New,"+$497,368",,,,
752,,2023-03-23 11:58:09,2023-03-21, INFU,"Infusystem Holdings, Inc",Dilorio Richard,CEO,P - Purchase,$7.63,"+3,000","330,827",+1%,"+$22,904",,,,
753,,2023-03-23 11:50:02,2023-03-22, TGEN,Tecogen Inc.,Lewis Earl R,Dir,P - Purchase,$0.87,"+5,000","448,183",+1%,"+$4,350",,,,
754,,2023-03-23 11:47:36,2023-03-21, BWFG,"Bankwell Financial Group, Inc.",Garnett James M Jr,Dir,P - Purchase,$26.50,"+10,000","100,487",+11%,"+$265,000",,,,
755,,2023-03-23 08:30:28,2023-03-21, NVCT,"Nuvectis Pharma, Inc.",Bentsur Ron,"COB, CEO, 10%",P - Purchase,$12.08,+480,"3,228,099",0%,"+$5,798",,,,
756,,2023-03-23 08:20:26,2023-03-22, SKKY,"Skkynet Cloud Systems, Inc.",Thomas Andrew S,"CEO, 10%",P - Purchase,$0.31,"+1,000","22,335,929",0%,+$310,,,,
757,,2023-03-23 07:42:15,2023-03-21, ISSC,Innovative Solutions & Support Inc,Harborne Christopher,10%,P - Purchase,$7.75,"+7,104","2,586,239",0%,"+$55,056",,,,
758,,2023-03-23 06:52:55,2023-03-22, OPK,"Opko Health, Inc.",Frost Phillip Md Et Al,"CEO, COB, 10%",P - Purchase,$1.32,"+200,000","233,227,822",0%,"+$264,294",,,,
759,,2023-03-23 06:04:10,2023-03-21, PLBY,"Plby Group, Inc.",Rizvi Suhail,"Dir, 10%",P - Purchase,$2.56,"+7,293,790","18,128,283",+67%,"+$18,672,102",,,,
760,,2023-03-23 06:04:08,2023-03-21, CTM,"Castellum, Inc.",Campbell John Francis,Dir,P - Purchase,$1.19,"+62,920","126,537",+99%,"+$75,000",,,,
761,,2023-03-23 06:03:27,2023-03-21, PLBY,"Plby Group, Inc.",Giampetroni John,10%,P - Purchase,$2.56,"+3,674,997","14,471,993",+34%,"+$9,407,992",,,,
762,,2023-03-23 06:03:18,2023-03-21, CTM,"Castellum, Inc.",Alarie Mark S,Dir,P - Purchase,$1.19,"+62,920","112,920",+126%,"+$75,000",,,,
763,A,2023-03-22 18:07:44,2022-10-25, BHVN,Biohaven Ltd.,Childs John W,Dir,P - Purchase,$10.50,"+3,709,819","5,506,070",+207%,"+$38,953,100",,,,
764,,2023-03-22 18:00:24,2023-03-20, ONEW,Onewater Marine Inc.,Aisquith Anthony M,COO,P - Purchase,$24.50,"+20,000","824,510",+2%,"+$490,000",,,,
765,D,2023-03-22 17:58:24,2023-03-22, PEB,Pebblebrook Hotel Trust,Bortz Jon E,"COB, CEO",P - Purchase,$12.95,"+11,000","1,322,102",+1%,"+$142,428",,,,
766,,2023-03-22 17:55:38,2023-03-21, PURE,"Pure Bioscience, Inc.",Blotner Bernard,Dir,P - Purchase,$0.13,"+10,000","10,000",New,"+$1,299",,,,
767,,2023-03-22 17:53:53,2023-03-22, PURE,"Pure Bioscience, Inc.",Bartlett Robert F,CEO,P - Purchase,$0.16,"+50,000","50,000",New,"+$7,750",,,,
768,,2023-04-04 21:18:37,2023-03-31, STRC,Sarcos Technology & Robotics Corp,Garagic Denis,CTO,P - Purchase,$0.47,"+14,765","336,458",+5%,"+$7,000",,,,
769,M,2023-04-04 20:02:54,2023-03-31, NNBR,Nn Inc,"Corre Partners Management, LLC",10%,P - Purchase,$1.03,"+490,401","5,978,442",+9%,"+$506,287",,,,
770,,2023-04-04 20:00:10,2023-04-03, CRCW,Crypto Co,Levy Ron,"CEO, CFO, Dir, 10%",P - Purchase,$0.26,"+7,692","1,947,692",0%,"+$2,000",,,,
771,M,2023-04-04 19:41:42,2023-03-31, DOMO,"Domo, Inc.",James Joshua G,"Founder, CEO, 10%",P - Purchase,$14.11,"+429,810","1,395,084",+45%,"+$6,065,744",,,,
772,M,2023-04-04 19:23:35,2023-04-03, XOS,"Xos, Inc.",Mattson George N,Dir,P - Purchase,$0.55,"+130,000","4,964,529",+3%,"+$72,100",,,,
773,,2023-04-04 19:00:15,2023-03-31, RFIL,R F Industries Ltd,Holdsworth Mark Keith,Dir,P - Purchase,$4.33,"+19,521","694,712",+3%,"+$84,545",,,,
774,,2023-04-04 18:58:29,2023-04-04, DOMH,Dominari Holdings Inc.,Hayes Anthony,CEO,P - Purchase,$3.44,"+30,000","206,681",+17%,"+$103,143",,,,
775,,2023-04-04 18:44:11,2023-04-03, CURO,Curo Group Holdings Corp.,Clark Douglas D,CEO,P - Purchase,$1.59,"+20,000","708,557",+3%,"+$31,712",,,,
776,,2023-04-04 18:23:05,2023-03-31, SLND,"Southland Holdings, Inc.",Renda Rudolph V.,"Co-COO, EVP, 10%",P - Purchase,$8.38,"+3,008","6,223,568",0%,"+$25,207",,,,
777,D,2023-04-04 17:35:04,2023-03-31, FOA,Finance of America Companies Inc.,Blackstone Holdings III L.P.,10%,P - Purchase,$1.38,"+10,869,566","24,386,710",+80%,"+$15,000,001",,,,
778,D,2023-04-04 17:32:57,2023-03-31, FOA,Finance of America Companies Inc.,Blackstone Tactical Opportunities Associates - Nq L.L.C.,10%,P - Purchase,$1.38,"+10,869,566","24,386,710",+80%,"+$15,000,001",,,,
779,D,2023-04-04 17:31:43,2023-03-31, FOA,Finance of America Companies Inc.,Bto Urban Holdings L.L.C.,10%,P - Purchase,$1.38,"+10,869,566","24,386,710",+80%,"+$15,000,001",,,,
780,D,2023-04-04 17:27:24,2023-03-31, FOA,Finance of America Companies Inc.,Blackstone Tactical Opportunities Fund - U - Nq L.L.C.,10%,P - Purchase,$1.38,"+10,869,566","24,386,710",+80%,"+$15,000,001",,,,
781,,2023-04-04 17:25:44,2023-04-04, FTCI,"Ftc Solar, Inc.",Rodgers Thurman J,Former Director,P - Purchase,$2.42,"+119,421","4,404,532",+3%,"+$288,999",,,,
782,M,2023-04-04 17:19:51,2023-03-31, TLYS,"Tilly'S, Inc.","Fund 1 Investments, LLC",10%,P - Purchase,$7.58,"+113,840","5,164,352",+2%,"+$862,983",,,,
783,,2023-04-04 17:15:37,2023-03-31, CYN,Cyngn Inc.,Macleod Karen M,Dir,P - Purchase,$1.23,"+1,250","50,163",+3%,"+$1,538",,,,
784,M,2023-04-04 17:10:06,2023-04-03, ORMP,Oramed Pharmaceuticals Inc.,Mayer Arie,Dir,P - Purchase,$2.22,"+8,809","26,809",+49%,"+$19,518",,,,
785,M,2023-04-04 17:06:47,2023-03-31, CQP,"Cheniere Energy Partners, L.P.",Cqp Rockies Platform LLC,10%,P - Purchase,$47.32,"+27,706","203,364,600",0%,"+$1,311,104",,,,
786,M,2023-04-04 17:03:25,2023-03-31, CQP,"Cheniere Energy Partners, L.P.",Blackstone Holdings III L.P.,10%,P - Purchase,$47.32,"+27,706","203,364,600",0%,"+$1,311,104",,,,
787,,2023-04-04 17:02:02,2023-03-31, CWEN,"Clearway Energy, Inc.",Totalenergies Se,"Dir, 10%",P - Purchase,$31.15,"+71,980","56,958",-479%,"+$2,242,350",,,,
788,M,2023-04-04 16:36:11,2023-03-27, BRDS,"Bird Global, Inc.",Ryan Philip Keebler,Dir,P - Purchase,$0.15,"+250,000","250,000",New,"+$37,960",,,,
789,M,2023-04-04 16:33:59,2023-03-27, STRW,"Strawberry Fields Reit, Inc.",Gubin Moishe,CEO,P - Purchase,$6.90,+311,"385,893",0%,"+$2,147",,,,
790,D,2023-04-04 16:31:46,2023-04-03, RGCO,Rgc Resources Inc,Oliver Lawrence T.,"VP, Secretary",P - Purchase,$23.00,+9,"8,921",0%,+$200,,,,
791,,2023-04-04 16:31:02,2023-03-31, CWEN,"Clearway Energy, Inc.","Global Infrastructure Investors Iii, LLC","Dir, 10%",P - Purchase,$31.15,"+71,980","56,958",-479%,"+$2,242,350",,,,
792,,2023-04-04 16:30:36,2023-04-03, RGCO,Rgc Resources Inc,Miles Christen Brooke,"VP, HR",P - Purchase,$23.00,+4,227,+2%,+$100,,,,
793,,2023-04-04 16:30:25,2023-03-31, KNTK,Kinetik Holdings Inc.,Welch Jamie,See Remarks,P - Purchase,$31.13,"+7,000","3,144,368",0%,"+$217,910",,,,
794,,2023-04-04 16:30:22,2023-03-31, ICAD,Icad Inc,Brown Dana R,See Remarks,P - Purchase,$1.30,"+40,000","40,000",New,"+$52,000",,,,
795,D,2023-04-04 16:28:41,2023-04-03, RGCO,Rgc Resources Inc,Field Jason A.,"VP, Treasurer, CFO",P - Purchase,$23.00,+22,906,+2%,+$500,,,,
796,D,2023-04-04 16:03:40,2023-04-03, CSSE,"Chicken Soup For the Soul Entertainment, Inc.",Rouhana William J Jr,"CEO, 10%",P - Purchase,$2.30,"+1,860,015","3,794,379",+96%,"+$4,278,035",,,,
797,A,2023-04-04 16:03:13,2023-04-03, KULR,"Kulr Technology Group, Inc.",Mo Michael,"CEO, COB",P - Purchase,$0.87,"+75,000","20,726,539",0%,"+$65,250",,,,
798,,2023-04-04 16:01:52,2023-04-03, CSSE,"Chicken Soup For the Soul Entertainment, Inc.",Weiss Lurie Christina,Dir,P - Purchase,$2.30,"+17,500","58,007",+43%,"+$40,250",,,,
799,D,2023-04-04 16:01:51,2023-03-31, CMT,Core Molding Technologies Inc,Highfield James C,"EVP, Sales, Marketing",P - Purchase,$18.20,+900,"52,049",+2%,"+$16,380",,,,
