,Ticker,Filing Date,Filing Price,Sell Date,Sell Price,Return on Investment (%)
0, PSTL,2024-05-31 19:55:25,13.420000076293945,2024-06-03 19:55:25,13.4399995803833,0.1490276004147275
1, CZR,2024-05-31 19:55:23,32.380001068115234,2024-06-03 19:55:23,35.619998931884766,10.006169724805769
2, PFHO,2024-05-31 19:42:28,0.75,2024-06-03 19:42:28,0.7900000214576721,5.333336194356283
3, RYI,2024-05-31 19:28:57,23.110000610351562,2024-06-03 19:28:57,23.139999389648438,0.12980864779137122
4, GROV,2024-05-31 19:12:00,1.6299999952316284,2024-06-03 19:12:00,1.590000033378601,-2.453985396935122
5, TALO,2024-05-31 18:15:17,11.569999694824219,2024-06-03 18:15:17,11.199999809265137,-3.1979247650680547
6, APPN,2024-05-31 18:07:05,28.790000915527344,2024-06-03 18:07:05,28.75,-0.1389403065484795
7, RKT,2024-05-31 18:03:08,13.90999984741211,2024-06-03 18:03:08,14.149999618530273,1.7253757997906443
8, STEP,2024-05-31 17:52:16,44.279998779296875,2024-06-03 17:52:16,44.81999969482422,1.219514296327897
9, CMTG,2024-05-31 17:47:54,7.920000076293945,2024-06-03 17:47:54,8.279999732971191,4.545450166784631
10, MYO,2024-05-31 17:43:26,3.4700000286102295,2024-06-03 17:43:26,3.4000000953674316,-2.017289125811147
11, WGS,2024-05-31 17:37:30,20.520000457763672,2024-06-03 17:37:30,21.450000762939453,4.5321651287971525
12, FRTX,2024-05-31 17:29:19,0.8899999856948853,2024-06-03 17:29:19,0.8799999952316284,-1.1235944521335182
13, CTCX,2024-05-31 17:25:54,2.359999895095825,2024-06-03 17:25:54,2.5899999141693115,9.745763953271169
14, TTSH,2024-05-31 17:25:05,6.46999979019165,2024-06-03 17:25:05,6.75,4.327669534592916
15, BRN,2024-05-31 17:08:07,2.930000066757202,2024-06-03 17:08:07,2.880000114440918,-1.7064829753270954
16, PRGO,2024-05-31 17:04:45,27.479999542236328,2024-06-03 17:04:45,27.639999389648438,0.5822410847066868
17, AEI,2024-05-31 17:02:49,0.9100000262260437,2024-06-03 17:02:49,1.0299999713897705,13.186806780807595
18, LRMR,2024-05-31 16:56:58,7.389999866485596,2024-06-03 16:56:58,9.140000343322754,23.68065640668803
19, MNPR,2024-05-31 16:56:08,0.6050000190734863,2024-06-03 16:56:08,0.7699999809265137,27.27272010763121
20, NARI,2024-05-31 16:54:38,50.27000045776367,2024-06-03 16:54:38,50.290000915527344,0.03978607038302307
21, ATLO,2024-05-31 16:50:51,20.649999618530273,2024-06-03 16:50:51,20.440000534057617,-1.0169447377820462
22, AMWD,2024-05-31 16:49:35,86.08999633789062,2024-06-03 16:49:35,85.69999694824219,-0.4530135976748646
23, TCBX,2024-05-31 16:45:15,20.735000610351562,2024-06-03 16:45:15,20.760000228881836,0.12056724279908071
24, TLS,2024-05-31 16:40:03,4.630000114440918,2024-06-03 16:40:03,4.179999828338623,-9.719228401285545
25, KFS,2024-05-31 16:38:23,8.0,2024-06-03 16:38:23,7.989999771118164,-0.12500286102294922
26, PEB,2024-05-31 16:38:19,13.699999809265137,2024-06-03 16:38:19,14.430000305175781,5.328470847254716
27, KFS,2024-05-31 16:31:43,8.0,2024-06-03 16:31:43,7.989999771118164,-0.12500286102294922
28, VCNX,2024-05-31 16:31:14,7.179999828338623,2024-06-03 16:31:14,7.110000133514404,-0.9749261350667183
29, SYPR,2024-05-31 16:25:42,1.5099999904632568,2024-06-03 16:25:42,1.559999942779541,3.3112551411966935
30, BCRX,2024-05-31 16:25:31,6.630000114440918,2024-06-03 16:25:31,6.789999961853027,2.413270658376173
31, IHT,2024-05-31 16:25:12,1.2799999713897705,2024-06-03 16:25:12,1.5,17.187502619344798
32, BHF,2024-05-31 16:23:12,43.84000015258789,2024-06-03 16:23:12,44.459999084472656,1.414231135325776
33, SELF,2024-05-31 16:21:04,5.0,2024-06-03 16:21:04,5.019999980926514,0.39999961853027344
34, NHI,2024-05-31 16:20:07,65.4000015258789,2024-06-03 16:20:07,67.31999969482422,2.9357769482399254
35, EVBN,2024-05-31 16:19:57,26.0,2024-06-03 16:19:57,25.850000381469727,-0.5769216097318208
36, SER,2024-05-31 16:18:29,9.6850004196167,2024-06-03 16:18:29,9.755000114440918,0.722763983390608
37, PENN,2024-05-31 16:18:26,15.649999618530273,2024-06-03 16:18:26,17.329999923706055,10.734826492817218
38, EP,2024-05-31 16:18:26,7.989999771118164,2024-06-03 16:18:26,6.5,-18.6483080575814
39, PRVA,2024-05-31 16:13:08,17.43000030517578,2024-06-03 16:13:08,17.329999923706055,-0.5737256438259027
40, ATRC,2024-05-31 16:12:34,22.389999389648438,2024-06-03 16:12:34,22.420000076293945,0.13399145807649293
41, XMTR,2024-05-31 16:11:43,15.329999923706055,2024-06-03 16:11:43,15.369999885559082,0.26092604078341886
42, LEG,2024-05-31 16:09:07,11.079999923706055,2024-06-03 16:09:07,12.119999885559082,9.386281308792343
43, NSC,2024-05-31 16:07:43,220.7899932861328,2024-06-03 16:07:43,223.7899932861328,1.358757231407743
44, RZLT,2024-05-31 16:05:38,4.139999866485596,2024-06-03 16:05:38,4.110000133514404,-0.7246312545574519
45, DOMH,2024-05-31 16:05:29,2.259999990463257,2024-06-03 16:05:29,2.309999942779541,2.2123872799678703
46, BEEP,2024-05-31 16:05:27,3.4000000953674316,2024-06-03 16:05:27,3.490000009536743,2.6470562248494702
47, DOMH,2024-05-31 16:05:27,2.259999990463257,2024-06-03 16:05:27,2.309999942779541,2.2123872799678703
48, XXII,2024-05-31 16:05:20,1.090000033378601,2024-06-03 16:05:20,0.890999972820282,-18.256885730681287
49, NSC,2024-05-31 15:31:56,220.7899932861328,2024-06-03 15:31:56,223.7899932861328,1.358757231407743
50, NSC,2024-05-31 15:31:54,220.7899932861328,2024-06-03 15:31:54,223.7899932861328,1.358757231407743
51, NSC,2024-05-31 15:31:52,220.7899932861328,2024-06-03 15:31:52,223.7899932861328,1.358757231407743
52, OVBC,2024-05-31 15:27:13,23.299999237060547,2024-06-03 15:27:13,23.239999771118164,-0.2575084459528598
53, GUER,2024-05-31 15:25:03,3.0,2024-06-03 15:25:03,2.5,-16.666666666666664
54, SRCE,2024-05-31 14:49:57,50.65999984741211,2024-06-03 14:49:57,50.959999084472656,0.592181677781572
55, INLX,2024-05-31 14:12:10,6.179999828338623,2024-06-03 14:12:10,6.099999904632568,-1.2944971833043102
56, MGEE,2024-05-31 14:11:11,78.27999877929688,2024-06-03 14:11:11,79.12999725341797,1.085843749841623
57, CURI,2024-05-31 13:44:23,1.059999942779541,2024-06-03 13:44:23,1.0399999618530273,-1.8867907552966041
58, CMCO,2024-05-31 13:24:35,39.439998626708984,2024-06-03 13:24:35,37.209999084472656,-5.6541572512280975
59, LCNB,2024-05-31 11:08:26,14.239999771118164,2024-06-03 11:08:26,14.100000381469727,-0.9831417970412254
60, TPL,2024-05-31 10:52:20,614.489990234375,2024-06-03 10:52:20,595.7899780273438,-3.0431760491165702
61, CHCO,2024-05-31 10:49:42,102.0,2024-06-03 10:49:42,102.37999725341797,0.37254632688036154
62, USCB,2024-05-31 10:48:44,11.954999923706055,2024-06-03 10:48:44,12.130000114440918,1.463824273121477
63, EGBN,2024-05-31 09:11:12,17.700000762939453,2024-06-03 09:11:12,18.030000686645508,1.8644062682585518
64, JANL,2024-05-31 09:06:55,40.5099983215332,2024-06-03 09:06:55,40.5099983215332,0.0
65, BHVN,2024-05-31 09:04:05,36.2599983215332,2024-06-03 09:04:05,35.099998474121094,-3.1991172121021227
66, SUN,2024-05-31 09:00:03,50.0,2024-06-03 09:00:03,51.0,2.0
67, YOU,2024-05-30 21:44:42,16.670000076293945,2024-06-02 21:44:42,16.889999389648438,1.3197319277001598
68, APHP,2024-05-30 21:40:10,0.2199999988079071,2024-06-02 21:40:10,0.2199999988079071,0.0
69, LARK,2024-05-30 21:20:05,19.469999313354492,2024-06-02 21:20:05,19.469999313354492,0.0
70, METC,2024-05-30 20:07:51,14.229999542236328,2024-06-02 20:07:51,14.149999618530273,-0.5621920328852114
71, EXEL,2024-05-30 19:50:14,20.530000686645508,2024-06-02 19:50:14,21.690000534057617,5.65026696841113
72, ISDR,2024-05-30 19:47:59,9.34000015258789,2024-06-02 19:47:59,9.699999809265137,3.8543859828256943
73, PROP,2024-05-30 19:38:17,12.515000343322754,2024-06-02 19:38:17,12.609999656677246,0.759083585684263
74, RELI,2024-05-30 19:34:57,0.2409999966621399,2024-06-02 19:34:57,0.2709999978542328,12.448133447134513
75, ISDR,2024-05-30 19:30:49,9.34000015258789,2024-06-02 19:30:49,9.699999809265137,3.8543859828256943
76, PINE,2024-05-30 19:30:14,15.149999618530273,2024-06-02 19:30:14,15.680000305175781,3.4983544553839665
77, BGSF,2024-05-30 19:20:15,6.570000171661377,2024-06-02 19:20:15,6.949999809265137,5.78386039079308
78, GLP,2024-05-30 18:53:35,45.47999954223633,2024-06-02 18:53:35,48.33000183105469,6.266495860826959
79, JOB,2024-05-30 18:35:35,0.3499999940395355,2024-06-02 18:35:35,0.33000001311302185,-5.714280362031807
80, OPAD,2024-05-30 18:33:37,5.050000190734863,2024-06-02 18:33:37,4.849999904632568,-3.9604015554144243
81, OPAD,2024-05-30 18:33:19,5.050000190734863,2024-06-02 18:33:19,4.849999904632568,-3.9604015554144243
82, HUBS,2024-05-30 18:14:39,637.3699951171875,2024-06-02 18:14:39,611.0499877929688,-4.129470719653115
83, DRTTF,2024-05-30 18:14:22,0.4300000071525574,2024-06-02 18:14:22,0.4399999976158142,2.3255791388182447
84, CZR,2024-05-30 18:08:15,32.40999984741211,2024-06-02 18:08:15,35.560001373291016,9.719227216011324
85, PPTIN,2024-05-30 18:01:45,32.40999984741211,2024-06-02 18:01:45,35.560001373291016,9.719227216011324
86, UBFO,2024-05-30 18:00:14,7.329999923706055,2024-06-02 18:00:14,7.260000228881836,-0.9549753827122395
87, LKQ,2024-05-30 18:00:07,41.7400016784668,2024-06-02 18:00:07,43.029998779296875,3.090553543258656
88, ACDC,2024-05-30 17:46:13,9.329999923706055,2024-06-02 17:46:13,9.619999885559082,3.1082525640346823
89, LDI,2024-05-30 17:45:18,1.7599999904632568,2024-06-02 17:45:18,1.809999942779541,2.840906397000803
90, ACDC,2024-05-30 17:40:50,9.329999923706055,2024-06-02 17:40:50,9.619999885559082,3.1082525640346823
91, JMSB,2024-05-30 17:20:37,16.809999465942383,2024-06-02 17:20:37,17.239999771118164,2.558003086478237
92, AXS,2024-05-30 17:13:32,70.7300033569336,2024-06-02 17:13:32,73.87999725341797,4.453546934796779
93, LIND,2024-05-30 17:12:42,7.769999980926514,2024-06-02 17:12:42,7.739999771118164,-0.3861030872843363
94, HPP,2024-05-30 17:06:57,4.559999942779541,2024-06-02 17:06:57,4.909999847412109,7.675436601414219
95, HPP,2024-05-30 17:06:14,4.559999942779541,2024-06-02 17:06:14,4.909999847412109,7.675436601414219
96, TMCI,2024-05-30 17:04:07,5.5,2024-06-02 17:04:07,5.880000114440918,6.909092989834872
97, SELF,2024-05-30 16:49:49,4.900000095367432,2024-06-02 16:49:49,4.96999979019165,1.428565172690466
98, TLS,2024-05-30 16:44:34,4.489999771118164,2024-06-02 16:44:34,4.53000020980835,0.8908784126780493
99, NEPH,2024-05-30 16:35:22,2.2799999713897705,2024-06-02 16:35:22,2.180000066757202,-4.3859607845351665
