Ticker,Filing Date,Actual Purchase Date,Purchase Price,Sell Date,Sell Price,Return on Investment (%)
 SHEN,2024-05-07 20:51:27,2024-05-08,15.369999885559082,2024-05-13,17.100000381469727,11.255696218554109
 SHEN,2024-05-07 19:48:46,2024-05-08,15.369999885559082,2024-05-13,17.100000381469727,11.255696218554109
 SHEN,2024-05-07 19:44:30,2024-05-08,15.369999885559082,2024-05-13,17.100000381469727,11.255696218554109
 SHEN,2024-05-07 19:39:05,2024-05-08,15.369999885559082,2024-05-13,17.100000381469727,11.255696218554109
 MASS,2024-05-07 18:07:55,2024-05-08,5.690000057220459,2024-05-13,6.559999942779541,15.289980260282693
 EW,2024-05-07 17:53:27,2024-05-08,85.7300033569336,2024-05-13,84.69999694824219,-1.2014538298838202
 CTRN,2024-05-07 17:36:27,2024-05-08,23.209999084472656,2024-05-13,23.510000228881836,1.2925512979010783
 HTLD,2024-05-07 17:30:01,2024-05-08,10.9399995803833,2024-05-13,11.600000381469727,6.032914318112812
 UUUU,2024-05-07 17:25:45,2024-05-08,5.880000114440918,2024-05-13,6.03000020980835,2.5510219804084806
 WSC,2024-05-07 17:19:50,2024-05-08,39.560001373291016,2024-05-13,39.29999923706055,-0.6572349019330659
 ASUR,2024-05-07 17:14:50,2024-05-08,7.329999923706055,2024-05-13,7.369999885559082,0.5457020773446792
 HRTG,2024-05-07 17:08:59,2024-05-08,8.680000305175781,2024-05-13,8.949999809265137,3.110593255720947
 CRVS,2024-05-07 17:06:34,2024-05-08,1.8700000047683716,2024-05-13,2.109999895095825,12.834218701362051
 CRVS,2024-05-07 17:05:52,2024-05-08,1.8700000047683716,2024-05-13,2.109999895095825,12.834218701362051
 ASUR,2024-05-07 17:03:11,2024-05-08,7.329999923706055,2024-05-13,7.369999885559082,0.5457020773446792
 DTM,2024-05-07 16:52:08,2024-05-08,64.12999725341797,2024-05-13,64.73999786376953,0.9511938819224743
 CZR,2024-05-07 16:51:09,2024-05-08,36.20000076293945,2024-05-13,36.27000045776367,0.1933693186434473
 FXNC,2024-05-07 16:42:28,2024-05-08,15.380000114440918,2024-05-13,15.369999885559082,-0.06502099354632845
 AON,2024-05-07 16:39:08,2024-05-08,289.7200012207031,2024-05-13,288.5799865722656,-0.3934884176564181
 OSBC,2024-05-07 16:38:02,2024-05-08,14.180000305175781,2024-05-13,14.619999885559082,3.102958892199025
 HUBB,2024-05-07 16:37:39,2024-05-08,397.7900085449219,2024-05-13,402.0199890136719,1.0633702149088329
 ECL,2024-05-07 16:34:33,2024-05-08,233.94000244140625,2024-05-13,231.75,-0.9361385049804676
 MBUU,2024-05-07 16:32:54,2024-05-08,34.97999954223633,2024-05-13,36.650001525878906,4.774162394216579
 UUUU,2024-05-07 16:32:27,2024-05-08,5.880000114440918,2024-05-13,6.03000020980835,2.5510219804084806
 HUBB,2024-05-07 16:30:53,2024-05-08,397.7900085449219,2024-05-13,402.0199890136719,1.0633702149088329
 HRTG,2024-05-07 16:24:24,2024-05-08,8.680000305175781,2024-05-13,8.949999809265137,3.110593255720947
 THFF,2024-05-07 16:21:42,2024-05-08,37.38999938964844,2024-05-13,37.939998626708984,1.4709795293893915
 HRTG,2024-05-07 16:20:56,2024-05-08,8.680000305175781,2024-05-13,8.949999809265137,3.110593255720947
 HI,2024-05-07 16:16:30,2024-05-08,44.689998626708984,2024-05-13,43.83000183105469,-1.924360756503402
 DBD,2024-05-07 16:16:29,2024-05-08,40.2400016784668,2024-05-13,42.25,4.995025441583896
 AVNW,2024-05-07 16:14:09,2024-05-08,31.329999923706055,2024-05-13,31.020000457763672,-0.9894652623596709
 AVNW,2024-05-07 16:12:53,2024-05-08,31.329999923706055,2024-05-13,31.020000457763672,-0.9894652623596709
 EAF,2024-05-07 16:05:32,2024-05-08,1.7400000095367432,2024-05-13,1.7999999523162842,3.448272554637248
 TBBK,2024-05-07 16:00:37,2024-05-08,32.27000045776367,2024-05-13,33.900001525878906,5.051134319779909
 TBBK,2024-05-07 16:00:16,2024-05-08,32.27000045776367,2024-05-13,33.900001525878906,5.051134319779909
 RHP,2024-05-07 15:24:15,2024-05-07,106.41999816894531,2024-05-10,105.94000244140625,-0.4510390300675003
 RMBI,2024-05-07 14:57:13,2024-05-07,11.350000381469727,2024-05-10,11.300000190734863,-0.4405303000385335
 UUUU,2024-05-07 14:54:55,2024-05-07,5.880000114440918,2024-05-10,6.079999923706055,3.4013572342277603
 FRAF,2024-05-07 14:08:39,2024-05-07,28.1200008392334,2024-05-10,27.329999923706055,-2.809391507645775
 USCB,2024-05-07 13:51:33,2024-05-07,12.550000190734863,2024-05-10,12.25,-2.3904397304817637
 UUUU,2024-05-07 13:13:02,2024-05-07,5.880000114440918,2024-05-10,6.079999923706055,3.4013572342277603
 UUUU,2024-05-07 13:08:56,2024-05-07,5.880000114440918,2024-05-10,6.079999923706055,3.4013572342277603
 OVLY,2024-05-07 12:52:08,2024-05-07,23.420000076293945,2024-05-10,23.75,1.4090517618746092
 UUUU,2024-05-07 12:30:17,2024-05-07,5.880000114440918,2024-05-10,6.079999923706055,3.4013572342277603
 UUUU,2024-05-07 12:26:19,2024-05-07,5.880000114440918,2024-05-10,6.079999923706055,3.4013572342277603
 UUUU,2024-05-07 12:21:53,2024-05-07,5.880000114440918,2024-05-10,6.079999923706055,3.4013572342277603
 UUUU,2024-05-07 12:16:22,2024-05-07,5.880000114440918,2024-05-10,6.079999923706055,3.4013572342277603
 UUUU,2024-05-07 12:12:03,2024-05-07,5.880000114440918,2024-05-10,6.079999923706055,3.4013572342277603
 UVSP,2024-05-07 12:10:19,2024-05-07,21.989999771118164,2024-05-10,22.649999618530273,3.0013635938230356
 ETST,2024-05-07 12:08:43,2024-05-07,0.09000000357627869,2024-05-10,0.15000000596046448,66.66666666666666
 UUUU,2024-05-07 12:03:32,2024-05-07,5.880000114440918,2024-05-10,6.079999923706055,3.4013572342277603
 EHC,2024-05-07 11:44:12,2024-05-07,85.87999725341797,2024-05-10,86.52999877929688,0.7568718521972666
 CZWI,2024-05-07 11:37:07,2024-05-07,11.270000457763672,2024-05-10,11.300000190734863,0.2661910537059935
 CZWI,2024-05-07 11:36:53,2024-05-07,11.270000457763672,2024-05-10,11.300000190734863,0.2661910537059935
 TPL,2024-05-07 11:25:28,2024-05-07,569.719970703125,2024-05-10,623.719970703125,9.47834072471699
 RVP,2024-05-07 10:12:08,2024-05-07,1.090000033378601,2024-05-10,1.090000033378601,0.0
 AIM,2024-05-07 08:30:32,2024-05-07,0.41999998688697815,2024-05-10,0.4000000059604645,-4.761900369272073
 AIM,2024-05-07 08:30:31,2024-05-07,0.41999998688697815,2024-05-10,0.4000000059604645,-4.761900369272073
 FUNC,2024-05-07 08:05:00,2024-05-07,22.600000381469727,2024-05-10,22.479999542236328,-0.5309771557870856
 FUNC,2024-05-07 07:59:43,2024-05-07,22.600000381469727,2024-05-10,22.479999542236328,-0.5309771557870856
 AXR,2024-05-06 20:34:44,2024-05-07,20.459999084472656,2024-05-10,21.020000457763672,2.7370547328910075
 LEVI,2024-05-06 19:33:46,2024-05-07,22.270000457763672,2024-05-10,22.6200008392334,1.5716226954441348
 SCKT,2024-05-06 18:39:50,2024-05-07,1.1799999475479126,2024-05-10,1.2799999713897705,8.474578668385705
