Ticker,Filing Date,Actual Purchase Date,Purchase Price,Sell Date,Sell Price,Return on Investment (%)
 CCI,2024-05-06 18:00:15,2024-05-07,96.93000030517578,2024-05-10,99.51000213623047,2.661716520098807
 ST,2024-05-06 17:57:15,2024-05-07,41.90999984741211,2024-05-10,42.34000015258789,1.0260088445271927
 RVSB,2024-05-06 17:12:41,2024-05-07,4.199999809265137,2024-05-10,4.199999809265137,0.0
 KMPR,2024-05-06 17:01:16,2024-05-07,61.029998779296875,2024-05-10,60.75,-0.45878876765086646
 VSTS,2024-05-06 16:54:29,2024-05-07,10.329999923706055,2024-05-10,11.489999771118164,11.229427453818804
 VSTS,2024-05-06 16:51:14,2024-05-07,10.329999923706055,2024-05-10,11.489999771118164,11.229427453818804
 BEEP,2024-05-06 16:49:49,2024-05-07,3.569999933242798,2024-05-10,3.509999990463257,-1.6806706975212815
 SAIA,2024-05-06 16:38:07,2024-05-07,395.8599853515625,2024-05-10,410.6499938964844,3.7361716496267983
 RXO,2024-05-06 16:34:35,2024-05-07,20.690000534057617,2024-05-10,20.65999984741211,-0.14500089836210472
 ED,2024-05-06 16:27:24,2024-05-07,96.73999786376953,2024-05-10,97.69999694824219,0.9923497060900692
 ED,2024-05-06 16:26:56,2024-05-07,96.73999786376953,2024-05-10,97.69999694824219,0.9923497060900692
 ED,2024-05-06 16:26:33,2024-05-07,96.73999786376953,2024-05-10,97.69999694824219,0.9923497060900692
 ED,2024-05-06 16:25:58,2024-05-07,96.73999786376953,2024-05-10,97.69999694824219,0.9923497060900692
 ED,2024-05-06 16:25:28,2024-05-07,96.73999786376953,2024-05-10,97.69999694824219,0.9923497060900692
 ED,2024-05-06 16:24:51,2024-05-07,96.73999786376953,2024-05-10,97.69999694824219,0.9923497060900692
 ED,2024-05-06 16:24:15,2024-05-07,96.73999786376953,2024-05-10,97.69999694824219,0.9923497060900692
 FFIN,2024-05-06 16:21:14,2024-05-07,30.950000762939453,2024-05-10,30.8700008392334,-0.2584811687689818
 CZNC,2024-05-06 16:17:47,2024-05-07,18.200000762939453,2024-05-10,17.889999389648438,-1.7033041774496487
 HI,2024-05-06 16:17:30,2024-05-07,44.27000045776367,2024-05-10,43.810001373291016,-1.039076303853947
 DBD,2024-05-06 16:17:09,2024-05-07,39.459999084472656,2024-05-10,41.0,3.9026886752598218
 HI,2024-05-06 16:17:01,2024-05-07,44.27000045776367,2024-05-10,43.810001373291016,-1.039076303853947
 HI,2024-05-06 16:16:47,2024-05-07,44.27000045776367,2024-05-10,43.810001373291016,-1.039076303853947
 CZNC,2024-05-06 16:16:38,2024-05-07,18.200000762939453,2024-05-10,17.889999389648438,-1.7033041774496487
 HI,2024-05-06 16:16:29,2024-05-07,44.27000045776367,2024-05-10,43.810001373291016,-1.039076303853947
 SABR,2024-05-06 16:14:25,2024-05-07,2.7899999618530273,2024-05-10,2.8499999046325684,2.1505356128998296
 EAF,2024-05-06 16:09:42,2024-05-07,1.850000023841858,2024-05-10,1.7200000286102295,-7.027026678716471
 FUNC,2024-05-06 16:03:54,2024-05-07,22.600000381469727,2024-05-10,22.479999542236328,-0.5309771557870856
 TBBK,2024-05-06 16:02:02,2024-05-07,32.529998779296875,2024-05-10,33.11000061035156,1.7829752622795028
 TBBK,2024-05-06 16:01:00,2024-05-07,32.529998779296875,2024-05-10,33.11000061035156,1.7829752622795028
 FUNC,2024-05-06 16:00:52,2024-05-07,22.600000381469727,2024-05-10,22.479999542236328,-0.5309771557870856
 HXL,2024-05-06 16:00:13,2024-05-07,69.91000366210938,2024-05-10,72.02999877929688,3.0324631757050233
 FUNC,2024-05-06 15:58:32,2024-05-06,22.610000610351562,2024-05-09,22.520000457763672,-0.39805462254912877
 HNVR,2024-05-06 15:57:13,2024-05-06,16.510000228881836,2024-05-09,16.110000610351562,-2.422771732192544
 THFF,2024-05-06 15:33:10,2024-05-06,38.11000061035156,2024-05-09,38.54999923706055,1.1545489888800224
 MAC,2024-05-06 15:20:33,2024-05-06,14.680000305175781,2024-05-09,15.489999771118164,5.517707418962371
 IROQ,2024-05-06 14:09:22,2024-05-06,16.299999237060547,2024-05-09,16.260000228881836,-0.24539269969882616
 HLF,2024-05-06 13:52:35,2024-05-06,9.720000267028809,2024-05-09,10.579999923706055,8.847732850321508
