,X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
143,M,2023-01-11 17:56:29,2023-01-09, HSON,"Hudson Global, Inc.",Eberwein Jeffrey E.,CEO,P - Purchase,$25.79,"+1,805","392,845",0%,"+$46,552",,,,
144,,2023-01-11 17:19:47,2023-01-11, TPHS,Trinity Place Holdings Inc.,"Messinger, Matthew","Pres, CEO",P - Purchase,$0.73,"+1,109","1,841,435",0%,+$810,,,,
145,M,2023-01-11 17:11:40,2023-01-09, GHSI,"Guardion Health Sciences, Inc.",Radoff Bradley Louis,10%,P - Purchase,$7.08,"+116,721","243,000",+92%,"+$825,840",,,,
146,,2023-01-11 17:07:48,2023-01-09, NREF,"Nexpoint Real Estate Finance, Inc.",Dondero James D,"Pres, 10%",P - Purchase,$20.25,+510,"49,321",+1%,"+$10,328",,,,
147,M,2023-01-11 16:56:21,2022-12-14, UPXI,"Upexi, Inc.",Marshall Allan,"CEO, 10%",P - Purchase,$3.69,"+17,303","2,575,081",+1%,"+$63,909",,,,
148,,2023-01-11 16:31:33,2023-01-10, HEI,Heico Corp,Culligan Thomas M,Dir,P - Purchase,$157.07,"+1,385","16,201",+9%,"+$217,535",,,,
149,,2023-01-11 16:31:13,2023-01-10, HEI,Heico Corp,Neitzel Julie,Dir,P - Purchase,$157.07,"+1,385","18,137",+8%,"+$217,535",,,,
150,,2023-01-11 16:30:47,2023-01-10, HEI,Heico Corp,Fine Carol F.,Dir,P - Purchase,$157.07,+29,"1,795",+2%,"+$4,555",,,,
151,,2023-01-11 16:30:28,2023-01-10, HEI,Heico Corp,Mendelson Victor H,Co-Pres,P - Purchase,$157.07,"+1,383","2,701,695",0%,"+$217,221",,,,
152,,2023-01-11 16:30:01,2023-01-10, HEI,Heico Corp,Schwitter Frank J,Dir,P - Purchase,$157.07,"+1,385","2,928",+90%,"+$217,535",,,,
153,,2023-01-11 16:29:42,2023-01-10, HEI,Heico Corp,Mendelson Laurans A,"COB, CEO, 10%",P - Purchase,$157.07,+865,"4,267,810",0%,"+$135,861",,,,
154,,2023-01-11 16:29:15,2023-01-10, HEI,Heico Corp,Mendelson Eric A,Co-Pres,P - Purchase,$157.07,"+1,383","2,654,303",0%,"+$217,221",,,,
155,D,2023-01-11 16:29:05,2022-11-30, TCBP,Tc Biopharm (Holdings) Plc,Randall Diana Elizabeth,10%,P - Purchase,$5.00,"+70,000","138,842",+102%,"+$350,000",,,,
156,,2023-01-11 16:28:36,2023-01-10, HEI,Heico Corp,Hildebrandt Mark H,Dir,P - Purchase,$157.07,"+1,385","58,364",+2%,"+$217,535",,,,
157,M,2023-01-11 16:28:25,2023-01-09, PSIX,"Power Solutions International, Inc.",Gagnon Neil,10%,P - Purchase,$3.00,"+5,365","1,345,042",0%,"+$16,095",,,,
158,,2023-01-11 16:28:18,2023-01-10, HEI,Heico Corp,Henriques Adolfo,Dir,P - Purchase,$157.07,"+1,385","35,206",+4%,"+$217,535",,,,
159,,2023-01-11 16:27:59,2023-01-10, HEI,Heico Corp,Schriesheim Alan,Dir,P - Purchase,$122.05,"+1,362","159,930",+1%,"+$166,232",,,,
160,,2023-01-11 16:27:01,2023-01-11, PLAY,"Dave & Buster'S Entertainment, Inc.",Zickefoose Ashley,"SVP, CMO",P - Purchase,$41.58,"+3,600","23,021",+19%,"+$149,684",,,,
161,,2023-01-11 16:22:25,2022-01-13, ROAD,"Construction Partners, Inc.",Harper John L,SVP,P - Purchase,$22.44,+500,"171,621",0%,"+$11,218",,,,
162,,2023-01-11 16:12:33,2023-01-10, CBKM,Consumers Bancorp Inc /oh/,Gano Ann M,Dir,P - Purchase,$20.20,"+1,000","1,000",New,"+$20,196",,,,
163,AD,2023-01-11 16:09:21,2022-11-30, TCBP,Tc Biopharm (Holdings) Plc,Randall Mark Edward,10%,P - Purchase,$5.00,"+70,000","146,786",+91%,"+$350,000",,,,
164,AD,2023-01-11 15:59:36,2022-11-30, TCBP,Tc Biopharm (Holdings) Plc,Randall Kenneth Edward,10%,P - Purchase,$5.00,"+70,000","138,842",+102%,"+$350,000",,,,
165,D,2023-01-11 15:30:35,2022-11-30, TCBP,Tc Biopharm (Holdings) Plc,Randall Mark Edward,10%,P - Purchase,$5.00,"+70,000","392,915",+22%,"+$350,000",,,,
166,D,2023-01-11 15:07:59,2022-11-30, TCBP,Tc Biopharm (Holdings) Plc,Randall Kenneth Edward,10%,P - Purchase,$5.00,"+70,000","384,971",+22%,"+$350,000",,,,
167,D,2023-01-11 14:17:26,2022-11-30, TCBP,Tc Biopharm (Holdings) Plc,Renaissance Capital Partners Ltd,10%,P - Purchase,$5.00,"+70,000","136,834",+105%,"+$350,000",,,,
168,,2023-01-11 11:35:46,2023-01-10, TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$2,065.88",+21,"360,062",0%,"+$43,383",,,,
169,,2023-01-11 08:23:30,2023-01-10, AREC,American Resources Corp,Jensen Mark C.,CEO,P - Purchase,$1.39,"+5,000","5,179,896",0%,"+$6,968",,,,
